sex,LSAT,UGPA,ZFYA,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White
1,1.501139078368067,0.7505695391840335,1.1842825653067224,0,0,0,1,0,0,0,0
1,1.6774343429710048,1.0887171714855024,0.7478619524758374,0,0,0,0,1,0,0,0
0,1.259371381011921,0.9296856905059604,1.4494761508432674,0,0,1,0,0,0,0,0
1,1.6738367902429288,1.0869183951214645,0.7448639918691073,0,0,0,0,1,0,0,0
1,1.4027866898509933,0.7013933449254968,1.1023222415424945,0,0,0,1,0,0,0,0
1,1.5083126785240606,0.6541563392620303,0.7569272321033839,0,0,0,0,0,0,1,0
0,1.710070847676675,0.9050354238383376,1.4750590397305623,1,0,0,0,0,0,0,0
1,1.366642289132554,0.5833211445662771,0.6388685742771285,0,0,0,0,0,0,1,0
0,2.1113843135666324,1.1556921567833165,1.6594869279721938,0,0,0,0,0,0,0,1
1,1.1425264785245963,0.6712632392622983,1.1187720654371638,0,0,1,0,0,0,0,0
0,2.0446567461901077,0.9723283730950536,1.5538806218250891,0,0,0,0,0,1,0,0
0,1.668072117960833,0.8840360589804164,1.440060098300694,1,0,0,0,0,0,0,0
1,1.2521018522640068,0.4260509261320034,0.6434182102200059,0,1,0,0,0,0,0,0
1,2.0958744796646447,0.9479372398323226,1.4132287330538709,0,0,0,0,0,0,0,1
1,1.7868995624133883,0.8934497812066942,1.422416302011157,0,0,0,1,0,0,0,0
0,1.913996556227826,1.156998278113913,1.7616637968565216,0,0,0,1,0,0,0,0
0,1.9353871129684004,0.9176935564842,1.4628225941403337,0,0,0,0,0,1,0,0
0,1.7131593587629552,1.0565796793814777,1.594299465635796,0,0,0,1,0,0,0,0
1,1.689549681844884,0.7447748409224423,1.074624734870737,0,0,0,0,0,0,0,1
1,1.7870718889285957,0.7935359444642979,0.9892265741071632,0,0,0,0,0,0,1,0
0,1.671678253477309,1.1358391267386545,1.7930652112310907,0,0,1,0,0,0,0,0
1,1.918987994364336,1.209493997182168,0.94915666197028,0,0,0,0,1,0,0,0
1,1.7286484623853835,1.1143242311926915,0.790540385321153,0,0,0,0,1,0,0,0
0,1.8809249078448285,1.0404624539224143,1.4674374232040237,0,0,0,0,0,0,0,1
1,1.72649042479052,0.6632452123952601,1.0387420206587668,0,1,0,0,0,0,0,0
0,1.5211120712737691,0.8605560356368844,1.0009267260614745,0,0,0,0,0,0,1,0
0,1.4166358189669173,1.008317909483459,1.5805298491390976,0,0,1,0,0,0,0,0
1,1.6803564958993928,0.7401782479496966,1.0669637465828274,0,0,0,0,0,0,0,1
0,2.288221244565311,1.594110622282655,1.4901843704710926,0,0,0,0,1,0,0,0
1,1.818246412785242,1.159123206392621,0.8652053439877018,0,0,0,0,1,0,0,0
1,1.5607016162315823,0.5303508081157914,0.9172513468596522,0,0,0,0,0,1,0,0
1,1.6888181908331283,0.6944090954165643,1.2240151590276072,1,0,0,0,0,0,0,0
1,2.1277491129709176,0.9638745564854588,1.4397909274757643,0,0,0,0,0,0,0,1
0,1.8385364324520173,0.9192682162260086,1.3654470270433476,0,1,0,0,0,0,0,0
1,1.2159447564962038,0.707972378248102,1.1799539637468366,0,0,1,0,0,0,0,0
1,1.6312223697011836,0.7156111848505919,0.8593519747509866,0,0,0,0,0,0,1,0
1,1.4347066696682964,0.7173533348341483,1.1289222247235804,0,0,0,1,0,0,0,0
1,1.883566933228492,0.941783466614246,1.5029724443570769,0,0,0,1,0,0,0,0
0,1.4831247520627746,1.0415623760313872,1.6359372933856453,0,0,1,0,0,0,0,0
0,1.9261263487896647,1.1630631743948323,1.771771957324721,0,0,0,1,0,0,0,0
1,1.8899183530215449,1.1949591765107723,0.9249319608512876,0,0,0,0,1,0,0,0
0,1.635431705033016,1.117715852516508,1.76285975419418,0,0,1,0,0,0,0,0
0,1.9524490982756,1.1762245491378,1.7937075818963333,0,0,0,1,0,0,0,0
1,1.377495649090897,0.4387478245454485,0.7645797075757474,0,0,0,0,0,1,0,0
1,1.7198042692950155,0.759902134647508,1.0998368910791798,0,0,0,0,0,0,0,1
0,2.0053109871499286,1.4526554935749645,1.2544258226249407,0,0,0,0,1,0,0,0
0,1.952458888473392,1.076229444236696,1.36038240706116,0,0,0,0,0,0,1,0
1,1.2821281918150964,0.4410640959075483,0.668440159845914,0,1,0,0,0,0,0,0
0,2.2780161922676223,1.589008096133811,1.481680160223019,0,0,0,0,1,0,0,0
1,1.6006536151191213,0.6003268075595607,0.9338780125992678,0,1,0,0,0,0,0,0
1,1.5752609739739558,0.5376304869869779,0.9293841449782964,0,0,0,0,0,1,0,0
1,1.5937864456192194,0.6468932228096098,1.1448220380160163,1,0,0,0,0,0,0,0
0,1.6032940894536845,0.901647044726842,1.0694117412114037,0,0,0,0,0,0,1,0
0,1.7472617083489408,1.3236308541744704,1.0393847569574506,0,0,0,0,1,0,0,0
1,1.6310077382515835,0.5655038691257919,0.9758397818763196,0,0,0,0,0,1,0,0
1,1.4063478535102731,0.6031739267551366,0.6719565445918944,0,0,0,0,0,0,1,0
1,1.4846358796953782,0.7423179398476892,1.1705298997461486,0,0,0,1,0,0,0,0
1,1.4130799291894744,0.5065399645947373,0.7775666076578954,0,1,0,0,0,0,0,0
0,2.0516642707623336,1.4758321353811668,1.2930535589686114,0,0,0,0,1,0,0,0
0,1.7547454364682324,1.3273727182341162,1.0456211970568603,0,0,0,0,1,0,0,0
1,1.5961652601528171,0.7980826300764086,1.2634710501273476,0,0,0,1,0,0,0,0
0,1.991594943302396,0.9957974716511978,1.4929957860853298,0,1,0,0,0,0,0,0
0,1.8871326105289683,1.3935663052644842,1.155943842107474,0,0,0,0,1,0,0,0
1,1.56038248711412,1.03019124355706,0.6503187392617668,0,0,0,0,1,0,0,0
1,1.8747981413125585,1.1873990706562791,0.912331784427132,0,0,0,0,1,0,0,0
0,2.050784377391306,1.225392188695653,1.875653647826088,0,0,0,1,0,0,0,0
0,1.255818224844537,0.9279091124222688,1.4465151873704478,0,0,1,0,0,0,0,0
1,1.1369987514211664,0.6684993757105833,1.1141656261843054,0,0,1,0,0,0,0,0
0,1.609299144475178,0.804649572237589,1.174415953729315,0,1,0,0,0,0,0,0
0,1.669966204561316,0.9349831022806578,1.1249718371344295,0,0,0,0,0,0,1,0
0,1.4647434303337858,0.8323717151668928,0.953952858611488,0,0,0,0,0,0,1,0
1,1.7486121270679609,0.7743060635339805,1.1238434392233008,0,0,0,0,0,0,0,1
0,1.4602116283438271,0.8301058141719136,0.9501763569531896,0,0,0,0,0,0,1,0
0,2.176895394744468,1.2884476973722336,1.980746162287056,0,0,0,1,0,0,0,0
1,1.7041872504849445,0.6020936252424723,1.0368227087374535,0,0,0,0,0,1,0,0
1,1.332387566807374,0.5661937834036872,0.6103229723394785,0,0,0,0,0,0,1,0
0,1.9466209225823945,0.9233104612911972,1.4721841021519957,0,0,0,0,0,1,0,0
0,2.05809912171753,1.079049560858765,1.765082601431275,1,0,0,0,0,0,0,0
0,2.290207355158048,1.595103677579024,1.4918394626317069,0,0,0,0,1,0,0,0
0,1.872895872881424,1.036447936440712,1.2940798940678533,0,0,0,0,0,0,1,0
1,2.0266730902091714,0.9133365451045858,1.355560908507643,0,0,0,0,0,0,0,1
0,1.970962137499873,1.0854810687499363,1.3758017812498942,0,0,0,0,0,0,1,0
1,1.7009120943220508,0.6504560471610256,1.0174267452683758,0,1,0,0,0,0,0,0
0,1.4863909887288853,0.8431954943644425,0.9719924906074044,0,0,0,0,0,0,1,0
1,1.519920398621424,0.5599601993107122,0.8666003321845202,0,1,0,0,0,0,0,0
1,1.5241451834558404,0.8620725917279203,1.436787652879867,0,0,1,0,0,0,0,0
0,1.627226903944936,0.863613451972468,1.4060224199541134,1,0,0,0,0,0,0,0
1,1.6516192942197656,0.725809647109883,1.0430160785164715,0,0,0,0,0,0,0,1
0,1.7480517247026868,0.8740258623513433,1.2900431039189055,0,1,0,0,0,0,0,0
0,2.1024420478490544,1.1512210239245273,1.652035039874212,0,0,0,0,0,0,0,1
1,1.6475731045091744,0.8237865522545872,1.306310920424312,0,0,0,1,0,0,0,0
0,1.5518506419328562,0.7759253209664281,1.1265422016107134,0,1,0,0,0,0,0,0
0,1.792754539966234,1.346377269983117,1.0772954499718617,0,0,0,0,1,0,0,0
0,1.601249663038938,0.8506248315194689,1.3843747191991147,1,0,0,0,0,0,0,0
0,2.2144425016781546,1.5572212508390773,1.4287020847317955,0,0,0,0,1,0,0,0
1,1.4711214267913666,0.6355607133956833,0.7259345223261389,0,0,0,0,0,0,1,0
1,2.017244289153583,0.9086221445767918,1.3477035742946528,0,0,0,0,0,0,0,1
1,1.7812888143466823,0.7906444071733414,0.9844073452889022,0,0,0,0,0,0,1,0
0,1.3306374205482148,0.9653187102741074,1.5088645171235122,0,0,1,0,0,0,0,0
1,1.6370860104726797,0.6185430052363399,0.9642383420605664,0,1,0,0,0,0,0,0
0,1.865986033041096,0.982993016520548,1.60498836086758,1,0,0,0,0,0,0,0
1,1.408194701855648,0.7040973509278241,1.10682891821304,0,0,0,1,0,0,0,0
0,2.003235701597041,1.201617850798521,1.836029751330868,0,0,0,1,0,0,0,0
1,1.6179946853414062,0.8089973426707031,1.281662237784505,0,0,0,1,0,0,0,0
1,2.130162246737852,0.965081123368926,1.441801872281543,0,0,0,0,0,0,0,1
1,1.7343285880346755,1.117164294017338,0.7952738233622301,0,0,0,0,1,0,0,0
0,1.8031051830826803,0.9015525915413404,1.3359209859022338,0,1,0,0,0,0,0,0
1,1.7076158137301976,0.753807906865099,1.0896798447751648,0,0,0,0,0,0,0,1
0,1.8135675927355024,1.006783796367751,1.2446396606129186,0,0,0,0,0,0,1,0
0,2.296016513032846,1.5980082565164229,1.4966804275273715,0,0,0,0,1,0,0,0
0,1.626739098883759,0.7633695494418793,1.2056159157364656,0,0,0,0,0,1,0,0
1,1.7973502535954196,1.1486751267977098,0.8477918779961832,0,0,0,0,1,0,0,0
0,1.2512386152810486,0.9256193076405244,1.4426988460675405,0,0,1,0,0,0,0,0
0,1.7349659146423495,0.8674829573211748,1.279138262201958,0,1,0,0,0,0,0,0
1,1.7703831103033536,0.7351915551516769,1.2919859252527948,1,0,0,0,0,0,0,0
1,1.2503734218425409,0.4251867109212705,0.6419778515354508,0,1,0,0,0,0,0,0
0,1.7261317166683932,0.8630658583341966,1.2717764305569943,0,1,0,0,0,0,0,0
1,1.9684544427854207,0.8842272213927106,1.307045368987851,0,0,0,0,0,0,0,1
1,2.087872163572851,0.943936081786426,1.4065601363107096,0,0,0,0,0,0,0,1
0,1.827885816615226,0.8639429083076129,1.3732381805126883,0,0,0,0,0,1,0,0
1,1.9993068963107787,0.9996534481553896,1.5994224135923156,0,0,0,1,0,0,0,0
0,1.8931917966114329,1.0465958983057164,1.3109931638428605,0,0,0,0,0,0,1,0
1,1.447246355252477,0.5736231776262385,1.0227052960437308,1,0,0,0,0,0,0,0
0,1.9980438589233465,1.0490219294616732,1.7150365491027886,1,0,0,0,0,0,0,0
0,1.993098567951216,1.0465492839756076,1.7109154732926797,1,0,0,0,0,0,0,0
1,1.5115996918610324,0.8557998459305162,1.4263330765508604,0,0,1,0,0,0,0,0
1,1.830372071730053,0.8151860358650267,1.1919767264417112,0,0,0,0,0,0,0,1
0,2.059211356556704,1.129605678278352,1.6160094637972529,0,0,0,0,0,0,0,1
1,1.853011332589892,1.176505666294946,0.8941761104915767,0,0,0,0,1,0,0,0
1,1.8979132431548036,0.7989566215774018,1.3982610359623362,1,0,0,0,0,0,0,0
0,1.5310012329947769,0.7155006164973883,1.1258343608289807,0,0,0,0,0,1,0,0
1,1.5813999496108964,0.7906999748054482,1.251166624675747,0,0,0,1,0,0,0,0
0,1.6365360978572112,0.8682680489286054,1.4137800815476758,1,0,0,0,0,0,0,0
0,1.642332270394163,0.8211661351970814,1.2019435586618024,0,1,0,0,0,0,0,0
0,1.9777847405394744,1.1888923702697372,1.8148206171162289,0,0,0,1,0,0,0,0
0,2.057582455632716,1.478791227816358,1.2979853796939298,0,0,0,0,1,0,0,0
0,1.6765287660157768,0.9382643830078884,1.130440638346481,0,0,0,0,0,0,1,0
1,1.6558411982800487,1.0779205991400242,0.729867665233374,0,0,0,0,1,0,0,0
1,1.5816751400924245,0.8908375700462123,1.4847292834103538,0,0,1,0,0,0,0,0
0,2.196396182470965,1.5481980912354822,1.4136634853924703,0,0,0,0,1,0,0,0
0,1.9447343602477,0.9723671801238498,1.4539453002064164,0,1,0,0,0,0,0,0
0,1.7370510740991616,1.0685255370495808,1.614209228415968,0,0,0,1,0,0,0,0
0,1.7008057282548676,0.9504028641274338,1.1506714402123897,0,0,0,0,0,0,1,0
0,2.16279388593011,1.531396942965055,1.385661571608425,0,0,0,0,1,0,0,0
1,1.514150421755898,0.6070752108779491,1.0784586847965818,1,0,0,0,0,0,0,0
1,1.8776708847884396,0.6888354423942197,1.181392403990366,0,0,0,0,0,1,0,0
0,1.915141388450173,1.0075706942250862,1.6459511570418104,1,0,0,0,0,0,0,0
1,1.5749423431945218,1.0374711715972609,0.6624519526621016,0,0,0,0,1,0,0,0
1,1.2558788801362328,0.7279394400681165,1.2132324001135275,0,0,1,0,0,0,0,0
0,2.00206407743336,1.20103203871668,1.8350533978611328,0,0,0,1,0,0,0,0
0,2.065376283270681,1.1326881416353407,1.6211469027255676,0,0,0,0,0,0,0,1
0,1.5746919336645724,1.0873459668322862,1.7122432780538102,0,0,1,0,0,0,0,0
1,1.2192668773666928,0.5096334386833464,0.5160557311389107,0,0,0,0,0,0,1,0
0,1.8627348891742423,1.031367444587121,1.2856124076452018,0,0,0,0,0,0,1,0
1,1.4905957814961035,0.545297890748052,0.8421631512467533,0,1,0,0,0,0,0,0
1,1.4368843697269535,0.5184421848634768,0.7974036414391281,0,1,0,0,0,0,0,0
1,1.2032807019562677,0.7016403509781339,1.1694005849635565,0,0,1,0,0,0,0,0
1,1.8576006898325848,0.9288003449162928,1.481333908193821,0,0,0,1,0,0,0,0
0,2.1499762822395065,1.5249881411197532,1.374980235199589,0,0,0,0,1,0,0,0
0,2.114654111897099,1.5073270559485494,1.3455450932475823,0,0,0,0,1,0,0,0
0,1.6244198771522846,1.0122099385761425,1.520349897626904,0,0,0,1,0,0,0,0
1,1.7088453698253496,0.7544226849126748,0.9240378081877914,0,0,0,0,0,0,1,0
1,1.8958210729241227,0.8479105364620615,1.2465175607701025,0,0,0,0,0,0,0,1
0,1.6257870901729987,0.8128935450864992,1.1881559084774989,0,1,0,0,0,0,0,0
1,1.206244949732822,0.7031224748664111,1.1718707914440183,0,0,1,0,0,0,0,0
0,1.6185367286877268,0.9092683643438632,1.0821139405731055,0,0,0,0,0,0,1,0
1,1.068257033026526,0.634128516513263,1.0568808608554383,0,0,1,0,0,0,0,0
0,1.5595425989518088,0.8297712994759042,1.3496188324598406,1,0,0,0,0,0,0,0
1,1.6302954816795507,0.5651477408397754,0.9752462347329588,0,0,0,0,0,1,0,0
0,1.562615591828863,1.0813077959144315,1.7021796598573855,0,0,1,0,0,0,0,0
1,1.6848200915351814,0.5924100457675907,1.0206834096126511,0,0,0,0,0,1,0,0
0,1.4240641568090022,1.0120320784045012,1.5867201306741685,0,0,1,0,0,0,0,0
1,1.395427246079339,0.7977136230396698,1.3295227050661165,0,0,1,0,0,0,0,0
0,2.220581478875472,1.210290739437736,1.7504845657295598,0,0,0,0,0,0,0,1
1,1.3383807873968478,0.5691903936984241,0.6153173228307067,0,0,0,0,0,0,1,0
0,1.7643223806617687,1.1821611903308842,1.8702686505514736,0,0,1,0,0,0,0,0
1,1.6634195442759254,0.6817097721379627,1.202849620229938,1,0,0,0,0,0,0,0
0,1.7676011178436877,0.9838005589218436,1.2063342648697395,0,0,0,0,0,0,1,0
0,1.5199065562561769,1.0599532781280885,1.6665887968801474,0,0,1,0,0,0,0,0
1,1.7336166986986707,1.1168083493493353,0.7946805822488925,0,0,0,0,1,0,0,0
0,1.5828178040517735,0.8914089020258869,1.0523481700431447,0,0,0,0,0,0,1,0
0,2.309055227454315,1.2545276137271577,1.8242126895452624,0,0,0,0,0,0,0,1
0,1.519350088242335,0.7596750441211674,1.0994584068686124,0,1,0,0,0,0,0,0
0,1.3162372717179536,0.9581186358589768,1.4968643930982946,0,0,1,0,0,0,0,0
1,1.7177319649496914,0.6588659824748458,1.031443304124743,0,1,0,0,0,0,0,0
0,1.803381955703693,1.1016909778518464,1.6694849630864108,0,0,0,1,0,0,0,0
0,1.4513645052480766,1.0256822526240383,1.6094704210400637,0,0,1,0,0,0,0,0
1,1.535338515969323,0.8676692579846614,1.446115429974436,0,0,1,0,0,0,0,0
0,1.733728343275927,1.3168641716379634,1.0281069527299391,0,0,0,0,1,0,0,0
0,1.7722033184371997,0.8861016592185998,1.3101694320309998,0,1,0,0,0,0,0,0
1,1.7037702401478212,0.7018851200739107,1.2364752001231842,1,0,0,0,0,0,0,0
1,1.4424142464326797,0.8212071232163399,1.3686785386938998,0,0,1,0,0,0,0,0
1,1.216914804268333,0.5084574021341667,0.514095670223611,0,0,0,0,0,0,1,0
1,1.64611442867962,0.6730572143398101,1.18842869056635,1,0,0,0,0,0,0,0
0,1.8812375355864817,0.9406187677932408,1.4010312796554016,0,1,0,0,0,0,0,0
1,1.5508789598761736,0.5254394799380868,0.9090657998968112,0,0,0,0,0,1,0,0
1,1.379025721123813,0.4395128605619066,0.7658547676031775,0,0,0,0,0,1,0,0
0,2.196163669657303,1.1980818348286513,1.7301363913810857,0,0,0,0,0,0,0,1
0,2.165175719579212,1.182587859789606,1.7043130996493432,0,0,0,0,0,0,0,1
1,1.2325992208937422,0.5162996104468711,0.5271660174114519,0,0,0,0,0,0,1,0
0,2.1778643369140864,1.5389321684570432,1.3982202807617383,0,0,0,0,1,0,0,0
1,1.8306872365580555,0.6653436182790278,1.1422393637983794,0,0,0,0,0,1,0,0
1,1.6281961698672922,0.7140980849336461,0.8568301415560768,0,0,0,0,0,0,1,0
0,2.021811948636512,1.0609059743182558,1.7348432905304263,1,0,0,0,0,0,0,0
0,1.9804624188257989,1.1902312094128993,1.8170520156881655,0,0,0,1,0,0,0,0
0,1.8872810553109007,0.9936405276554504,1.6227342127590838,1,0,0,0,0,0,0,0
0,2.015382257812205,1.1076911289061029,1.5794852148435043,0,0,0,0,0,0,0,1
0,1.558489880238466,1.079244940119233,1.6987415668653882,0,0,1,0,0,0,0,0
0,1.8286885920166305,1.1143442960083152,1.6905738266805257,0,0,0,1,0,0,0,0
1,1.3397833272468234,0.5698916636234117,0.6164861060390195,0,0,0,0,0,0,1,0
0,1.4213672901637049,0.8106836450818524,0.9178060751364208,0,0,0,0,0,0,1,0
1,2.0097105997156066,1.2548552998578033,1.024758833096339,0,0,0,0,1,0,0,0
0,1.8810697830439096,1.3905348915219549,1.1508914858699248,0,0,0,0,1,0,0,0
0,1.7820911785513769,1.3410455892756885,1.0684093154594807,0,0,0,0,1,0,0,0
1,1.8246022377761173,0.8123011188880589,1.1871685314800982,0,0,0,0,0,0,0,1
1,1.28722100913421,0.7436105045671051,1.239350840945175,0,0,1,0,0,0,0,0
0,1.7897051837124176,1.3448525918562089,1.074754319760348,0,0,0,0,1,0,0,0
1,1.6883903847439852,0.7441951923719926,0.9069919872866544,0,0,0,0,0,0,1,0
0,1.857205964286597,0.9286029821432984,1.381004970238831,0,1,0,0,0,0,0,0
1,1.510179241943075,0.8550896209715375,1.4251493682858958,0,0,1,0,0,0,0,0
1,1.588900829387726,0.5944504146938631,0.924084024489772,0,1,0,0,0,0,0,0
0,1.820458717000052,1.010229358500026,1.4170489308333765,0,0,0,0,0,0,0,1
1,1.7569063790304833,0.7284531895152417,1.280755315858736,1,0,0,0,0,0,0,0
0,2.226066535143728,1.213033267571864,1.7550554459531065,0,0,0,0,0,0,0,1
1,1.694507511206366,0.7472537556031831,0.9120895926719718,0,0,0,0,0,0,1,0
0,2.1386214549969864,1.5193107274984932,1.3655178791641551,0,0,0,0,1,0,0,0
0,1.530997305497394,0.7154986527486968,1.125831087914495,0,0,0,0,0,1,0,0
1,1.5706984022125576,0.6353492011062788,1.125582001843798,1,0,0,0,0,0,0,0
1,1.7990326752959114,0.7495163376479558,1.315860562746593,1,0,0,0,0,0,0,0
1,1.3407557225336957,0.4203778612668479,0.733963102111413,0,0,0,0,0,1,0,0
1,1.6387756787280496,0.6693878393640249,1.182313065606708,1,0,0,0,0,0,0,0
1,1.37863190883511,0.5893159544175551,0.6488599240292585,0,0,0,0,0,0,1,0
1,1.8684195825029768,0.9342097912514888,1.4903496520858144,0,0,0,1,0,0,0,0
0,1.834798543483625,1.0173992717418123,1.4289987862363542,0,0,0,0,0,0,0,1
1,1.7731689788034437,0.636584489401722,1.0943074823362031,0,0,0,0,0,1,0,0
0,1.6564710291701386,1.128235514585069,1.7803925243084486,0,0,1,0,0,0,0,0
0,1.7521575587969722,1.1760787793984862,1.860131298997477,0,0,1,0,0,0,0,0
0,2.0321121605915025,1.2160560802957514,1.8600934671595852,0,0,0,1,0,0,0,0
1,1.764786667433076,1.132393333716538,0.8206555561942301,0,0,0,0,1,0,0,0
1,1.7926741756706346,0.7463370878353173,1.3105618130588623,1,0,0,0,0,0,0,0
0,2.2989187275727145,1.5994593637863572,1.4990989396439287,0,0,0,0,1,0,0,0
1,1.2627326748906145,0.5313663374453073,0.5522772290755121,0,0,0,0,0,0,1,0
1,1.8155022107018737,0.8077511053509371,1.179585175584895,0,0,0,0,0,0,0,1
0,1.5860218350418562,1.0930109175209282,1.7216848625348802,0,0,1,0,0,0,0,0
0,1.8924680389830413,1.3962340194915206,1.1603900324858678,0,0,0,0,1,0,0,0
0,2.018880497574448,1.4594402487872238,1.2657337479787063,0,0,0,0,1,0,0,0
0,2.066822033935744,1.4834110169678718,1.3056850282797865,0,0,0,0,1,0,0,0
1,1.568755574315078,0.784377787157539,1.240629645262565,0,0,0,1,0,0,0,0
1,1.66114776259978,1.08057388129989,0.7342898021664834,0,0,0,0,1,0,0,0
0,2.267582533907359,1.5837912669536798,1.4729854449227997,0,0,0,0,1,0,0,0
1,1.7920933592349486,0.8960466796174744,1.426744466029124,0,0,0,1,0,0,0,0
0,1.5082094488564088,0.7041047244282044,1.1068412073803406,0,0,0,0,0,1,0,0
0,1.6447190074027491,0.8723595037013745,1.4205991728356242,1,0,0,0,0,0,0,0
1,1.6863558965262055,0.6431779482631029,1.0052965804385048,0,1,0,0,0,0,0,0
0,1.572079558680922,1.086039779340461,1.7100662989007682,0,0,1,0,0,0,0,0
1,1.8241711172423287,0.7620855586211647,1.3368092643686076,1,0,0,0,0,0,0,0
1,1.1544429330876194,0.6772214665438097,1.128702444239683,0,0,1,0,0,0,0,0
0,1.7865232891044154,0.9932616445522076,1.2221027409203462,0,0,0,0,0,0,1,0
0,1.7317040052584318,0.8658520026292158,1.2764200043820264,0,1,0,0,0,0,0,0
0,2.2352446106561725,1.567622305328086,1.4460371755468104,0,0,0,0,1,0,0,0
0,1.671304899849835,0.7856524499249173,1.2427540832081958,0,0,0,0,0,1,0,0
1,1.086653851758699,0.6433269258793496,1.0722115431322492,0,0,1,0,0,0,0,0
1,1.5592256281158858,0.529612814057943,0.916021356763238,0,0,0,0,0,1,0,0
0,2.11157346248567,1.2557867312428352,1.9263112187380584,0,0,0,1,0,0,0,0
0,2.195003831699007,1.2975019158495034,1.995836526415839,0,0,0,1,0,0,0,0
1,1.58425807000763,0.892129035003815,1.4868817250063584,0,0,1,0,0,0,0,0
