sex,LSAT_I,LSAT,c_LSAT,UGPA_I,UGPA,c_UGPA,K,ZFYA,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White
1,42.0,5.744793167967331,3.361495936531421,3.3,-0.17183362569867844,-0.16574904983767552,-0.4419170475288023,-0.08,0,0,0,0,0,0,0,1
0,39.0,3.3792646934107946,5.77515995556762,3.6,-0.14176830466821172,-0.1478528805292147,-0.38435339191228934,0.57,0,0,0,0,0,0,0,1
0,28.5,4.474376618366556,7.646705131712323,2.9,0.10637049145922071,0.10028591559821777,0.21128181893862216,-0.66,0,0,0,0,0,0,0,1
0,43.0,3.7246291013737354,6.365387380733523,3.9,-0.13339197078397927,-0.13947654664498219,-0.3642467440315198,0.47,0,0,0,0,0,0,0,1
1,26.0,20.305980807268227,11.881797999538595,2.3,-0.3577255312715671,-0.35164095541056417,0.22263454808427383,-1.0,0,0,1,0,0,0,0,0
1,40.0,8.85922445961178,5.183867573833279,3.5,0.21312996026176706,0.21921453612277014,0.48215395737651934,1.54,0,0,0,0,0,0,0,1
0,34.0,3.7436281294495757,6.397856700568766,3.3,0.005539936509855694,-0.0005446393511472905,-0.03075300106846953,0.0,0,0,0,0,0,0,0,1
0,38.0,2.9916934246126026,5.112801047768455,2.9,-0.2984866179916637,-0.30457119385266673,-0.7605418278095732,1.31,0,0,0,0,0,0,0,1
1,32.0,6.434099659088564,3.7648352563608647,3.6,-0.0590634962595262,-0.0529789203985232,-0.17122233604290152,0.41,0,0,0,0,0,0,0,1
0,30.0,6.272298416698218,10.719351673196165,3.0,0.393390574217316,0.3873059983563129,0.9002481159471224,-1.17,0,0,0,0,0,0,0,1
1,36.0,8.86679790711377,5.188299084639519,3.0,0.22571111443147704,0.23179569029247996,0.51235390407399,1.16,0,0,0,0,0,0,0,1
1,35.0,9.293130858531741,5.437762632220648,3.6,0.22066436185728083,0.2267489377182838,0.5002396213396609,1.07,0,0,0,0,0,0,0,1
1,37.0,7.162201053410531,4.190874942531524,3.6,0.031570581920407126,0.03765515778141007,0.04633674423593775,0.32,0,0,0,0,0,0,0,1
0,28.0,6.036857823748819,10.316983937112116,2.3,0.25354876652255676,0.24746419066155373,0.5645702376307292,-0.09,0,0,0,0,0,0,0,1
0,30.5,4.144778850855941,7.083422879190532,3.2,0.1117355150630331,0.10565093920203017,0.22416008310105415,-0.08,0,0,0,0,0,0,0,1
0,35.0,5.984889632165221,10.228170350066964,3.2,0.37886786904970393,0.372783293188701,0.8653876479766327,1.37,0,0,0,0,0,0,0,1
0,41.0,3.8989288401993236,6.663265458734991,2.9,-0.014434150726260603,-0.02051872658726358,-0.07869902905003817,1.54,0,0,0,0,0,0,0,1
1,33.3,10.111520252503418,5.916633244599821,3.2,0.278827052770376,0.28491162863137903,0.6398540113759795,-1.58,0,0,0,0,0,0,0,1
1,35.0,8.475906355960388,4.959573641893685,3.3,0.10484436224103412,0.11092893810203704,0.22222396651739978,0.96,0,0,0,0,0,0,0,1
0,29.0,7.49679747284541,12.812019326156475,3.1,-0.6908883634922907,-0.6969729393532936,-0.5916988193574383,-1.55,0,0,1,0,0,0,0,0
1,38.0,26.240343134571386,15.354218026836632,4.0,-0.0545199925346828,-0.04843541667367974,0.2951549951346061,-0.03,0,0,0,0,0,0,1,0
0,47.0,3.9403186303453666,6.734000568383804,3.2,0.009502963122175181,0.0034183872611722255,-0.021240106556704063,0.69,0,0,0,0,0,0,0,1
0,36.0,4.99926295753042,8.543735356386453,2.5,0.09188694683150746,0.08580237097050451,0.17651535237703628,-1.5,0,0,0,0,0,0,0,1
0,40.0,4.589227292926958,7.842984818794696,3.6,-0.01972153569097292,-0.02580611155197599,-0.09139092853313656,1.31,0,0,0,0,0,0,0,1
0,34.0,3.692674218336132,6.310776517824958,3.6,-0.05526166522633867,-0.06134624108734168,-0.17670186289664064,1.28,0,0,0,0,0,0,0,1
1,31.0,7.321785674857443,4.2842539451939485,3.3,0.08648819594198193,0.09257277180298495,0.17816161450076737,-1.17,0,0,0,0,0,0,0,1
0,34.0,12.505406037718139,21.37172631607286,2.6,0.31054620040547426,0.3044616245444713,0.5273127261336668,-0.3,0,1,0,0,0,0,0,0
0,27.0,5.272176763461169,9.010144775691806,3.2,0.22402129185351619,0.2179367159925132,0.4936921489365421,0.02,0,0,0,0,0,0,0,1
1,42.0,17.713497648669705,10.36483797184824,2.8,-0.4688552775333117,-0.46277070167230877,-0.044122568817466,0.02,0,0,1,0,0,0,0,0
0,35.0,4.988500221764551,8.525341851808783,2.4,0.18406050817438974,0.17797593231338674,0.39776982568862673,-0.07,0,0,0,0,0,0,0,1
0,39.0,3.117928247710116,5.328536233228311,3.5,-0.172307111904783,-0.178391687765786,-0.45765909489534523,1.12,0,0,0,0,0,0,0,1
0,41.0,3.429211241350098,5.860518555661998,2.9,-0.11742129805780996,-0.12350587391881293,-0.3259105581341826,-0.46,0,0,0,0,0,0,0,1
0,25.0,3.250828435421145,5.555662520095612,2.5,-0.0730031962502194,-0.07908777211122235,-0.2192888373526631,-0.34,0,0,0,0,0,0,0,1
0,28.0,8.192953883550803,14.001749930496779,2.9,0.25811190055580857,0.2520273246948056,-0.2566339352702845,0.99,0,0,0,1,0,0,0,0
0,37.0,2.2800039211205627,3.896524403509328,3.2,-0.3482854754024222,-0.35437005126342513,-0.8800795760251267,0.67,0,0,0,0,0,0,0,1
1,39.0,8.772840968736347,5.133321323503449,3.5,0.08451283481936372,0.09059741068036661,0.17341993501678532,0.24,0,0,0,0,0,0,0,1
1,45.0,3.85202805265804,2.253967421945781,3.3,-0.37357151634526325,-0.36748694048426034,-0.9261709929303394,1.57,0,0,0,0,0,0,0,1
1,38.0,6.389047357936365,3.7384734496209884,3.5,-0.18220408948730107,-0.176119513626298,-0.466810427692482,0.08,0,0,0,0,0,0,0,1
0,41.0,5.616160735288876,9.598013036893736,3.4,0.24294747313356077,0.2368628972725577,0.5391227714481167,1.43,0,0,0,0,0,0,0,1
0,46.0,2.4005369055615695,4.102515152451273,3.4,-0.3670036001914117,-0.37308817605241473,-0.925010777350444,1.85,0,0,0,0,0,0,0,1
1,36.0,9.220614844971303,5.395330767784505,3.2,0.20388539187047275,0.20996996773147567,0.45996318943168524,1.08,0,0,0,0,0,0,0,1
0,41.0,3.9874720327765436,6.814585685619601,3.1,0.022323107955221567,0.01623853209421859,0.009533516068792984,-0.44,0,0,0,0,0,0,0,1
1,31.0,8.690765021871448,5.0852955802248685,3.3,0.26280996256615935,0.26889453842716227,0.6014064044322136,-0.4,0,0,0,0,0,0,0,1
0,42.0,2.840736938995512,4.854816565976026,3.4,-0.227921207251049,-0.23400578311205197,-0.5911558069163229,-0.3,0,0,0,0,0,0,0,1
0,32.0,4.570033722273096,7.810183025889659,3.7,0.0535495275705387,0.047464951709535755,0.08448977168847717,1.5,0,0,0,0,0,0,0,1
1,36.0,8.897532366653246,5.206282980287757,3.3,0.050562477933738935,0.056647053794741886,0.09192510914663916,2.06,0,0,0,0,0,0,0,1
1,30.0,20.364716011225095,11.916166190639586,2.7,-0.4072877822088694,-0.4012032063478664,0.10366475276002678,-0.97,0,0,1,0,0,0,0,0
1,36.0,8.849108467250968,5.177948323788825,3.9,0.14970576464872992,0.15579034050973287,0.3299097911413446,0.08,0,0,0,0,0,0,0,1
0,37.0,5.07491520724895,8.673024974916476,2.8,0.16637771318456124,0.1602931373235582,0.3553238418820838,-0.09,0,0,0,0,0,0,0,1
0,24.0,5.9176257402163595,10.113216426511888,3.1,0.2794238813333502,0.27333930547234714,0.6266811598510639,-1.36,0,0,0,0,0,0,0,1
0,21.0,10.722809800811588,18.32527114362011,3.5,-0.5436792087367196,-0.5497637845977227,-0.2383362766980901,-1.75,0,0,1,0,0,0,0,0
1,41.0,10.551402407723867,6.174024944195059,3.7,0.3793303863718856,0.3854149622328885,0.8811033655084614,0.01,0,0,0,0,0,0,0,1
0,36.0,3.504905303124028,5.989879630952564,3.7,-0.2044545868296805,-0.21053916269068348,-0.5348262622389884,1.58,0,0,0,0,0,0,0,1
0,48.0,4.119632510779916,7.040447809341965,2.4,-0.052554957742117714,-0.058639533603120624,-0.1702046512222202,0.57,0,0,0,0,0,0,0,1
0,34.0,3.734433205810278,6.382142585335438,3.9,-0.056795398945873224,-0.06287997480687618,-0.1803834548995084,0.12,0,0,0,0,0,0,0,1
0,43.0,4.159544228917915,7.108656895418564,3.4,-0.012489880404056873,-0.018574456265059852,-0.0740319802797917,-1.33,0,0,0,0,0,0,0,1
0,28.0,2.4569604910785903,4.198943003238701,2.4,-0.33529039833783336,-0.34137497419883633,-0.8488860440656376,-0.05,0,0,0,0,0,0,0,1
0,42.0,2.631518862552156,4.497263084174925,3.8,-0.28230345386579675,-0.28838802972679967,-0.7216955751204311,-0.92,0,0,0,0,0,0,0,1
1,34.0,9.957063623071782,5.826254824172112,2.8,0.15114367615080532,0.1572282520118082,0.3333613703949322,0.33,0,0,0,0,0,0,0,1
0,48.0,3.4958398542584415,5.9743867879770285,3.7,-0.025917677185226275,-0.03200225304622926,-0.10626421760759579,-0.96,0,0,0,0,0,0,0,1
0,36.0,5.551063741419557,9.486762339972895,3.8,0.1397522157900172,0.1336676399290143,0.29141169270543876,0.99,0,0,0,0,0,0,0,1
0,37.0,4.523485756937519,7.730632600040114,3.5,0.12817448135186374,0.12208990549086074,0.2636203662346523,2.46,0,0,0,0,0,0,0,1
1,36.0,6.188086027628149,3.62088336839792,3.5,-0.07836421431093768,-0.07227963844993471,-0.21755200091409957,0.05,0,0,0,0,0,0,0,1
1,43.0,9.780567892944648,5.72298049169559,3.2,0.24385640685445484,0.24994098271545775,0.5559100720210658,1.36,0,0,0,0,0,0,0,1
0,36.5,4.240233487568744,7.2465547571378135,2.3,0.060299881179528246,0.05421530531852533,0.10069339787655555,-0.24,0,0,0,0,0,0,0,1
0,34.5,3.775506586037013,6.4523369507510155,2.9,0.002455128594024798,-0.0036294472669781423,-0.03815780935341381,-0.31,0,0,0,0,0,0,0,1
1,30.0,9.46338425193563,5.537384337193249,3.8,0.23921315936875942,0.24529773522976245,0.544764367526898,0.63,0,0,0,0,0,0,0,1
0,39.0,3.5830944751314053,6.12350484711763,3.3,-0.018549991698925943,-0.024634567559928894,-0.0885787409042191,0.18,0,0,0,0,0,0,0,1
0,40.0,5.6990875957596545,9.739734957868324,3.6,0.25837111271506613,0.2522865368540632,0.5761458527138955,1.57,0,0,0,0,0,0,0,1
0,32.0,7.730366656371784,13.211188825422502,4.0,0.598658080469559,0.5925735046085562,1.3929745911114753,0.64,0,0,0,0,0,0,0,1
0,44.0,6.550607922983607,11.194982338970057,3.0,0.27721015088989276,0.2711255750288897,0.6213672959167084,0.1,0,0,0,0,0,0,0,1
0,30.0,5.276600070272577,9.017704202574892,3.1,0.26935400396008247,0.26326942809907955,0.6025093107646807,-0.58,0,0,0,0,0,0,0,1
0,39.0,4.612810528818743,7.883288545167627,2.6,-0.009314504075136149,-0.015399079936139067,-0.06640977053780367,0.83,0,0,0,0,0,0,0,1
0,42.0,4.693231835067186,8.020728476501226,3.5,0.17408557883831186,0.1680010029773089,0.373825890959184,0.3,0,0,0,0,0,0,0,1
1,40.0,23.049807105916276,13.487314627166278,3.7,0.4805447461340611,0.4866293219950642,0.2919019028425781,2.26,0,0,0,1,0,0,0,0
1,38.0,6.409204423682048,3.750268111781208,3.7,-0.058267627793483184,-0.05218305193248025,-0.1693119242532931,0.19,0,0,0,0,0,0,0,1
0,33.5,3.953243539098131,6.756089224417136,3.2,-0.09442470868334223,-0.1005092845443453,-0.270709281370196,0.65,0,0,0,0,0,0,0,1
0,37.0,4.425830265526225,7.563739463631035,3.3,0.06940423456257083,0.06331965870156786,0.12254759210817773,-1.83,0,0,0,0,0,0,0,1
1,43.0,4.867195927569703,2.8479805720519704,3.5,-0.2261233322997411,-0.22003875643873813,-0.5722346816231964,0.74,0,0,0,0,0,0,0,1
0,35.0,5.538733412710317,9.465689820634765,3.6,0.18754351592365556,0.18145894006265267,0.4061304774186528,-1.19,0,0,0,0,0,0,0,1
0,36.0,3.48892423066604,5.962567994226871,2.9,-0.1597678505471195,-0.16585242640812245,-0.42755970818416394,-0.4,0,0,0,0,0,0,0,1
1,25.0,17.974314287125555,10.5174516595329,3.7,-0.6255587979167038,-0.6194742220557005,-0.4202754955718451,-0.23,0,0,1,0,0,0,0,0
0,39.0,3.7088590678739357,6.338436409374697,2.7,-0.06099852336918764,-0.06708309923019058,-0.19047268294923192,1.12,0,0,0,0,0,0,0,1
1,36.0,6.234058116592992,3.647783377803106,2.9,-0.04492721407957611,-0.03884263821857309,-0.13728944224189188,-1.44,0,0,0,0,0,0,0,1
0,38.0,2.1005378810580186,3.589817121900268,3.5,-0.45505266630661834,-0.46113724216762136,-1.1363647650349156,0.58,0,0,0,0,0,0,0,1
0,26.0,12.80498124681732,21.883700046524897,2.5,-0.2472792508569094,-0.25336382671791235,0.47314558008208196,-0.04,0,0,1,0,0,0,0,0
1,34.0,26.277915067368273,15.376202786902255,2.3,-0.2535320568014985,-0.24744748094049548,0.4727417586608767,-1.66,0,0,1,0,0,0,0,0
1,41.0,4.805503175417527,2.81188180755174,3.9,-0.21328450115384237,-0.2071999252928394,-0.541416204158111,0.44,0,0,0,0,0,0,0,1
0,42.0,10.938616118760114,18.69408392351421,3.7,0.19562057054516818,0.18953599468416515,0.25144392672648885,-0.26,0,1,0,0,0,0,0,0
1,41.0,4.639084962222307,2.714504211689836,3.7,-0.23287131451865742,-0.22678673865765434,-0.5884326154993574,1.21,0,0,0,0,0,0,0,1
1,41.0,9.12461775480325,5.339159236611185,2.8,0.18575515130799486,0.19183972716899778,0.41644315214310507,0.24,0,0,0,0,0,0,0,1
1,36.0,9.707365068377662,5.680146748142101,3.0,0.3597361080635164,0.3658206839245193,0.8340690352311303,-0.34,0,0,0,0,0,0,0,1
0,38.0,4.544353744777511,7.766295970228835,3.1,-0.007068647473084914,-0.013153223334087832,-0.06101879060407018,0.01,0,0,0,0,0,0,0,1
1,36.0,7.0975405183512015,4.153039615914745,3.7,-0.012927144675006271,-0.006842568814003144,-0.060476108799078276,0.41,0,0,0,0,0,0,0,1
0,24.0,2.1500866814309347,3.674495971804523,3.0,-0.3945502359951395,-0.4006348118561425,-0.9911340377242887,0.46,0,0,0,0,0,0,0,1
0,41.0,5.973787926051085,10.209197545505706,3.9,0.37986277391027384,0.3737781980492709,0.867775829009388,1.0,0,0,0,0,0,0,0,1
1,40.0,6.981326511781923,4.085038401697159,3.4,0.05578994845654487,0.06187452431754783,0.1044731893165349,-0.18,0,0,0,0,0,0,0,1
0,37.0,6.838219428515948,11.686510112082848,3.5,0.4303743982549055,0.4242898223939025,0.9890245111440655,-1.02,0,0,0,0,0,0,0,1
0,33.0,3.091673707531709,5.283667250521561,3.7,-0.2833542437935859,-0.2894388196545891,-0.7242179033091973,0.58,0,0,0,0,0,0,0,1
1,46.0,6.82540367510566,3.993802047911221,3.5,0.055053292244021335,0.061137868105024355,0.10270491129907498,0.06,0,0,0,0,0,0,0,1
0,37.0,6.347879882701805,10.848520322428685,2.5,-0.8212056218823061,-0.8272901977433089,-0.3146584209952682,0.13,0,0,0,0,0,1,0,0
1,42.0,6.045542888692342,3.537475982212998,3.9,-0.13206731373780065,-0.1259827378767977,-0.346461536422766,-0.21,0,0,0,0,0,0,0,1
0,42.0,2.2368961356506305,3.822853241583307,3.2,-0.3919159761873266,-0.3980005520483296,-0.9848107302828484,0.84,0,0,0,0,0,0,0,1
0,37.0,3.5534056127756375,6.072766611270731,2.8,-0.11914458050370186,-0.12522915636470483,-0.3300471450727579,0.93,0,0,0,0,0,0,0,1
1,42.0,12.273074738009203,7.181440593998251,3.0,0.37760002250076,0.38368459836176305,0.8769497802355755,0.55,0,0,0,0,0,0,0,1
0,35.0,5.7069740848044965,9.753212959698306,3.0,0.22965700873622122,0.22357243287521827,0.5072201883488161,-1.14,0,0,0,0,0,0,0,1
0,31.0,4.908538507469636,8.388687362660603,3.3,0.09355993749170446,0.08747536163070148,0.18053121833669167,0.22,0,0,0,0,0,0,0,1
0,44.0,10.209789379999936,17.448519761451973,3.7,-0.5511638223919314,-0.5572483982529343,0.3335530102208559,0.03,0,0,0,0,0,1,0,0
0,42.0,3.304747278210166,5.647809768085054,2.5,-0.06747673222058742,-0.07356130808159037,-0.20602304974136454,1.06,0,0,0,0,0,0,0,1
0,37.0,3.8135863556529768,6.517415238649614,3.5,-0.03330305234490028,-0.039387628205903226,-0.12399215680573039,2.48,0,0,0,0,0,0,0,1
0,38.0,6.359108755577901,10.867710454857978,3.6,0.3514290610163793,0.34534448515537636,0.7995232186189851,2.26,0,0,0,0,0,0,0,1
1,28.0,10.081422528770007,5.899021927173661,2.8,0.22841620599607337,0.23450078185707632,0.5188472368764183,-0.11,0,0,0,0,0,0,0,1
0,37.0,6.128639781646801,10.473839210666025,3.3,0.4076057074797699,0.40152113161876685,0.9343702847905113,0.03,0,0,0,0,0,0,0,1
0,46.0,5.815743699610093,9.939100121787938,2.7,0.20985690231638726,0.2037723264553843,0.45969178591314186,1.94,0,0,0,0,0,0,0,1
1,33.0,13.137710652592158,7.687371796126826,2.3,-0.6851143691603165,-0.6790297932993137,-0.5632333715213138,0.16,0,0,1,0,0,0,0,0
1,39.0,4.760121372471771,2.785327196840037,3.1,-0.218831531925035,-0.21274695606403204,-0.554731360411626,-0.83,0,0,0,0,0,0,0,1
1,32.0,8.615206660455893,5.0410835228986635,3.3,0.06072571318257211,0.06681028904357504,0.11632105554777056,-0.45,0,0,0,0,0,0,0,1
1,37.0,4.981590713060735,2.91491729115487,3.6,-0.2071539637216673,-0.2010693878606643,-0.5267003918263397,2.21,0,0,0,0,0,0,0,1
1,35.0,15.885467866795208,9.295188551240154,3.2,-0.15872579804006512,-0.15264122217906226,-0.5845276729506681,-1.25,0,1,0,0,0,0,0,0
1,41.0,6.2405608975139755,3.65158840106555,3.6,-0.1377834655472941,-0.1316988896862911,-0.3601826527553968,1.16,0,0,0,0,0,0,0,1
1,25.0,18.113790446969066,10.59906444015853,3.1,0.33629125630435647,0.34237583216535933,-0.05436582784541342,-0.66,0,0,0,1,0,0,0,0
0,34.0,2.9623158539465533,5.062594809105576,3.5,-0.22884894967640332,-0.23493352553740623,-0.5933827704696457,0.78,0,0,0,0,0,0,0,1
1,44.0,6.7070733204605055,3.9245624783256816,3.7,-0.11421636193037807,-0.10813178606937511,-0.3036119070635458,-0.67,0,0,0,0,0,0,0,1
0,35.0,4.082107107465054,6.9763169328932815,3.2,0.044081640469788914,0.037997064608785935,0.061762946953373865,0.96,0,0,0,0,0,0,0,1
0,41.0,3.0515765211898978,5.215141199471553,3.5,-0.27631983534340876,-0.2824044112044117,-0.7073324286239695,-0.1,0,0,0,0,0,0,0,1
0,35.5,3.4010960810686663,5.812469775074228,3.2,-0.25824813018641213,-0.26433270604741504,-0.6639529003937478,0.4,0,0,0,0,0,0,0,1
0,30.5,3.8265443273757724,6.539560399265409,3.1,-0.04812719933880321,-0.05421177519980625,-0.15957620919173376,-0.69,0,0,0,0,0,0,0,1
0,36.0,5.691937815360365,9.727515990371169,3.0,0.29675024863349075,0.2906656727724877,0.6682715705452448,0.7,0,0,0,0,0,0,0,1
0,41.0,3.0726951966467295,5.251232994544823,3.6,-0.2814442509678702,-0.2875288268288731,-0.7196331346344728,0.66,0,0,0,0,0,0,0,1
1,42.0,8.357169910670287,4.890096453300302,3.4,0.06972194504093641,0.07580652090193936,0.13791571363206567,-0.32,0,0,0,0,0,0,0,1
0,40.0,4.100032863918846,7.006952032608042,3.4,0.009086750741388264,0.0030021748803853257,-0.022239187526942452,0.94,0,0,0,0,0,0,0,1
1,31.5,4.645100742014718,2.7180242721578116,3.5,-0.2795416316670583,-0.2734570558060553,-0.7004605798040232,0.89,0,0,0,0,0,0,0,1
0,40.0,5.554824716827946,9.493189843155694,3.4,0.3224651131071046,0.3163805372461015,0.7299978260191274,1.17,0,0,0,0,0,0,0,1
0,35.0,2.9882639810965785,5.10694013225561,3.1,-0.20998676995219956,-0.21607134581320253,-0.5481057780264159,-0.52,0,0,0,0,0,0,0,1
0,35.0,2.0923127844773295,3.5757604401327527,2.8,-0.43677900366316147,-0.44286357952416444,-1.0925004557389837,0.06,0,0,0,0,0,0,0,1
0,41.0,4.16658606069676,7.120691378832167,3.4,-0.0705034437064833,-0.07658801956748627,-0.21328840268988392,-0.86,0,0,0,0,0,0,0,1
