,Unnamed: 0,K,race,sex,LSAT,c_LSAT,UGPA,c_UGPA,ZFYA
1651,1651,0.3031283559453286,Other,1,1.6818770135671972,1.481877013567197,0.7909385067835986,0.4909385067835986,1.2515641779726645
62,62,0.8287375091519293,Hispanic,2,1.8972425054911577,2.097242505491158,0.9486212527455788,1.248621252745579,1.5143687545759648
25008,25008,0.33785712913695,Amerindian,2,1.50271427748217,1.7027142774821702,0.601357138741085,0.901357138741085,1.068928564568475
13815,13815,0.2542524026145438,Other,1,1.6525514415687264,1.4525514415687262,0.7762757207843631,0.4762757207843632,1.227126201307272
24659,24659,0.1205690169551151,Other,2,1.372341410173069,1.5723414101730693,0.4361707050865345,0.7361707050865345,0.7602845084775576
16996,16996,0.5360563543270873,Mexican,1,2.021633812596252,1.8216338125962523,1.4608169062981262,1.1608169062981262,1.2680281771635435
13036,13036,0.5373348248430777,Hispanic,1,1.9224008949058464,1.7224008949058467,1.1612004474529234,0.8612004474529233,1.768667412421539
24069,24069,0.5028754776591401,White,2,1.901725286595484,2.1017252865954843,0.8508626432977421,1.150862643297742,1.25143773882957
21905,21905,0.6528730929701598,Puertorican,2,1.591723855782096,1.791723855782096,0.695861927891048,0.995861927891048,0.8264365464850799
25382,25382,0.3963306537361231,Hispanic,2,1.637798392241674,1.8377983922416736,0.818899196120837,1.118899196120837,1.2981653268680615
27547,27547,0.5587272687257594,Amerindian,2,1.6352363612354557,1.835236361235456,0.6676181806177278,0.9676181806177278,1.1793636343628795
20792,20792,0.6158188997898703,Other,1,1.8694913398739224,1.6694913398739222,0.884745669936961,0.5847456699369611,1.4079094498949352
10991,10991,0.614642818934886,Black,2,1.3687856913609315,1.5687856913609315,0.7843928456804659,1.084392845680466,1.307321409467443
23718,23718,0.3029909306643547,Hispanic,2,1.5817945583986128,1.7817945583986128,0.7908972791993065,1.0908972791993063,1.2514954653321777
14156,14156,0.8805824431209666,Asian,1,1.92834946587258,1.7283494658725798,0.96417473293629,0.66417473293629,1.4402912215604833
1900,1900,0.5542265141320166,Amerindian,2,1.63253590847921,1.83253590847921,0.666267954239605,0.9662679542396048,1.1771132570660083
4390,4390,0.18527685033354,Other,2,1.411166110200124,1.6111661102001242,0.455583055100062,0.755583055100062,0.79263842516677
13109,13109,0.173639312625412,Amerindian,2,1.4041835875752473,1.6041835875752477,0.5520917937876236,0.8520917937876236,0.986819656312706
1165,1165,0.8179670241190622,Amerindian,2,1.790780214471437,1.9907802144714373,0.7453901072357186,1.0453901072357186,1.3089835120595312
26784,26784,0.5635160192069598,Asian,1,1.738109611524176,1.5381096115241757,0.8690548057620879,0.569054805762088,1.28175800960348
16297,16297,0.908382547371264,Hispanic,2,1.9450295284227583,2.1450295284227585,0.9725147642113792,1.2725147642113792,1.554191273685632
20225,20225,0.4239495072741501,Asian,2,1.45436970436449,1.6543697043644905,0.5271848521822451,0.827184852182245,0.8119747536370752
16732,16732,0.2553138011712709,Hispanic,2,1.5531882807027626,1.7531882807027626,0.7765941403513814,1.0765941403513812,1.2276569005856357
191,191,0.8972157579533268,Asian,2,1.738329454771996,1.938329454771996,0.6691647273859981,0.969164727385998,1.0486078789766635
16916,16916,0.4506234145701252,Asian,1,1.670374048742075,1.470374048742075,0.8351870243710375,0.5351870243710376,1.2253117072850626
15015,15015,0.8487524666688433,Puertorican,2,1.709251480001306,1.909251480001306,0.754625740000653,1.054625740000653,0.9243762333344216
22663,22663,0.6829377976993461,Hispanic,2,1.809762678619608,2.009762678619608,0.904881339309804,1.204881339309804,1.441468898849673
21177,21177,0.7037810050346648,White,1,2.2222686030207988,2.0222686030207986,1.2111343015103997,0.9111343015103996,1.7518905025173324
20968,20968,0.626803630245473,Black,2,1.3760821781472838,1.5760821781472838,0.7880410890736419,1.0880410890736418,1.3134018151227365
22569,22569,0.4375653251471426,Hispanic,2,1.6625391950882855,1.8625391950882852,0.8312695975441429,1.1312695975441427,1.3187826625735717
24209,24209,0.5448552571193019,Hispanic,2,1.7269131542715812,1.9269131542715807,0.8634565771357907,1.1634565771357903,1.372427628559651
22192,22192,0.230367663424816,Mexican,1,1.8382205980548896,1.6382205980548896,1.3691102990274449,1.0691102990274448,1.115183831712408
7512,7512,0.022568583202377,Other,2,1.3135411499214262,1.5135411499214264,0.4067705749607131,0.7067705749607132,0.7112842916011886
22226,22226,0.8633042864353935,Puertorican,1,1.917982571861236,1.717982571861236,1.058991285930618,0.758991285930618,1.3316521432176969
7551,7551,0.408927235756672,Hispanic,1,1.8453563414540035,1.6453563414540031,1.1226781707270015,0.8226781707270017,1.704463617878336
19287,19287,0.2371943511339355,White,2,1.7423166106803611,1.942316610680361,0.7711583053401807,1.0711583053401807,1.1185971755669677
25297,25297,0.2090842029449008,Other,1,1.6254505217669406,1.4254505217669404,0.7627252608834703,0.4627252608834703,1.2045421014724504
21616,21616,0.3552166141315596,Mexican,2,1.7131299684789356,1.913129968478936,1.1065649842394678,1.406564984239468,0.7776083070657799
4884,4884,0.1098631137407829,Mexican,1,1.7659178682444696,1.5659178682444697,1.3329589341222348,1.0329589341222347,1.0549315568703914
10489,10489,0.3218466352013203,Puertorican,2,1.393107981120792,1.5931079811207922,0.596553990560396,0.8965539905603961,0.6609233176006601
18419,18419,0.9627865088280702,Black,2,1.577671905296842,1.7776719052968422,0.8888359526484211,1.1888359526484211,1.4813932544140351
11704,11704,0.1483853782174776,Mexican,1,1.7890312269304864,1.5890312269304865,1.3445156134652432,1.0445156134652431,1.0741926891087388
14395,14395,0.5266893589263512,White,2,1.9160136153558105,2.1160136153558105,0.8580068076779055,1.158006807677905,1.2633446794631755
4936,4936,0.9095484730121384,Mexican,1,2.2457290838072828,2.045729083807283,1.5728645419036416,1.2728645419036413,1.4547742365060692
12721,12721,0.0846761552426899,Amerindian,2,1.350805693145614,1.5508056931456142,0.525402846572807,0.8254028465728069,0.942338077621345
7307,7307,0.2975707164408154,Mexican,2,1.678542429864489,1.8785424298644893,1.0892712149322443,1.3892712149322446,0.7487853582204078
743,743,0.5027203900924792,Asian,1,1.7016322340554877,1.5016322340554873,0.8508161170277437,0.5508161170277438,1.2513601950462396
26093,26093,0.9565848607252994,Asian,1,1.97395091643518,1.7739509164351794,0.9869754582175898,0.6869754582175899,1.4782924303626497
28292,28292,0.7334059449146072,Asian,2,1.6400435669487643,1.8400435669487645,0.6200217834743822,0.920021783474382,0.9667029724573036
20530,20530,0.2460741422768284,Puertorican,1,1.5476444853660971,1.347644485366097,0.8738222426830484,0.5738222426830486,1.0230370711384142
29813,29813,0.7494020318593119,Amerindian,1,1.9496412191155872,1.749641219115587,1.0248206095577936,0.7248206095577936,1.674701015929656
20261,20261,0.8657627298968276,Other,1,2.0194576379380966,1.8194576379380965,0.9597288189690484,0.6597288189690483,1.532881364948414
26435,26435,0.6078495289904011,Asian,2,1.5647097173942406,1.7647097173942408,0.5823548586971203,0.8823548586971204,0.9039247644952006
26605,26605,0.104876888349001,White,2,1.6629261330094005,1.862926133009401,0.7314630665047004,1.0314630665047004,1.0524384441745005
20058,20058,0.912881745222697,Black,1,1.7477290471336184,1.5477290471336185,1.173864523566809,0.8738645235668091,1.8564408726113484
2965,2965,0.7011698615902597,Mexican,1,2.120701916954156,1.920701916954156,1.510350958477078,1.2103509584770775,1.35058493079513
28150,28150,0.3079412595458536,Amerindian,1,1.6847647557275125,1.484764755727512,0.8923823778637561,0.5923823778637561,1.453970629772927
13092,13092,0.1698394333012479,Puertorican,2,1.3019036599807483,1.5019036599807487,0.5509518299903744,0.8509518299903743,0.5849197166506239
24925,24925,0.5498835594877521,Black,1,1.5299301356926511,1.3299301356926512,1.0649650678463258,0.7649650678463257,1.674941779743876
1092,1092,0.6077367948788591,White,1,2.164642076927316,1.9646420769273152,1.1823210384636578,0.8823210384636578,1.7038683974394295
6047,6047,0.5061398526946443,Hispanic,2,1.7036839116167868,1.9036839116167863,0.8518419558083934,1.1518419558083934,1.3530699263473225
13647,13647,0.6428035087828761,Hispanic,2,1.7856821052697258,1.9856821052697256,0.8928410526348629,1.1928410526348627,1.421401754391438
25317,25317,0.2597353304667479,Mexican,2,1.6558411982800487,1.855841198280049,1.0779205991400242,1.3779205991400243,0.729867665233374
6976,6976,0.7486721752509908,Amerindian,2,1.7492033051505944,1.9492033051505944,0.7246016525752973,1.0246016525752972,1.2743360876254954
25820,25820,0.2686116399104609,Other,2,1.4611669839462764,1.6611669839462766,0.4805834919731383,0.7805834919731383,0.8343058199552305
22221,22221,0.7421790382951564,Hispanic,1,2.045307422977094,1.8453074229770936,1.222653711488547,0.922653711488547,1.8710895191475785
8412,8412,0.3502723706693276,Black,1,1.4101634224015966,1.2101634224015965,1.0050817112007984,0.7050817112007983,1.5751361853346637
2646,2646,0.9567998154842862,Hispanic,1,2.174079889290572,1.974079889290572,1.2870399446452858,0.987039944645286,1.978399907742143
28021,28021,0.8994782704536088,Other,2,1.8396869622721648,2.0396869622721656,0.6698434811360827,0.9698434811360828,1.1497391352268045
481,481,0.6957486889846172,Black,2,1.4174492133907703,1.6174492133907703,0.8087246066953852,1.108724606695385,1.3478743444923085
27732,27732,0.8209471574549682,Mexican,1,2.1925682944729807,1.9925682944729808,1.5462841472364903,1.2462841472364905,1.410473578727484
20770,20770,0.144908840406173,Amerindian,2,1.386945304243704,1.586945304243704,0.5434726521218519,0.8434726521218519,0.9724544202030864
1735,1735,0.8866042152404667,Other,2,1.83196252914428,2.0319625291442804,0.66598126457214,0.96598126457214,1.1433021076202334
19326,19326,0.0137646933353999,Other,1,1.5082588160012402,1.30825881600124,0.70412940800062,0.40412940800062,1.1068823466677
8914,8914,0.0838041590950607,Asian,2,1.2502824954570364,1.4502824954570366,0.4251412477285182,0.7251412477285182,0.6419020795475305
2981,2981,0.2349734049959527,Mexican,2,1.6409840429975715,1.8409840429975717,1.0704920214987856,1.370492021498786,0.7174867024979765
25694,25694,0.2758988169218478,Black,1,1.3655392901531087,1.1655392901531083,0.9827696450765544,0.6827696450765544,1.5379494084609238
16564,16564,0.9029189732330538,Hispanic,1,2.141751383939832,1.9417513839398324,1.2708756919699162,0.9708756919699162,1.951459486616527
2755,2755,0.2905045056714204,Hispanic,1,1.7743027034028522,1.5743027034028525,1.0871513517014262,0.7871513517014261,1.6452522528357103
15253,15253,0.7578462929324711,Hispanic,2,1.8547077757594828,2.054707775759483,0.9273538878797414,1.2273538878797412,1.4789231464662356
12317,12317,0.188174646052918,Hispanic,1,1.712904787631751,1.5129047876317507,1.0564523938158754,0.7564523938158755,1.594087323026459
2471,2471,0.9640288471655136,Other,2,1.8784173082993083,2.0784173082993087,0.6892086541496542,0.989208654149654,1.1820144235827568
8512,8512,0.7126014072983932,Hispanic,1,2.027560844379036,1.827560844379036,1.213780422189518,0.913780422189518,1.8563007036491963
15717,15717,0.757812031892116,Asian,2,1.6546872191352695,1.8546872191352697,0.6273436095676348,0.9273436095676348,0.978906015946058
24480,24480,0.9154513686150983,Other,2,1.849270821169059,2.049270821169059,0.6746354105845296,0.9746354105845296,1.1577256843075492
18873,18873,0.0901032797172283,Amerindian,2,1.354061967830337,1.5540619678303371,0.5270309839151686,0.8270309839151685,0.9450516398586142
23318,23318,0.5554934964649921,Asian,1,1.7332960978789953,1.5332960978789951,0.8666480489394977,0.5666480489394977,1.277746748232496
11074,11074,0.3002271115413863,White,2,1.7801362669248315,1.980136266924832,0.790068133462416,1.0900681334624158,1.1501135557706932
26658,26658,0.8868802851210407,Amerindian,1,2.0321281710726247,1.8321281710726245,1.0660640855363122,0.7660640855363122,1.7434401425605204
3110,3110,0.6376882468959355,Amerindian,2,1.6826129481375611,1.8826129481375613,0.6913064740687807,0.9913064740687806,1.2188441234479677
23617,23617,0.4610987546341103,Mexican,1,1.976659252780466,1.776659252780466,1.438329626390233,1.138329626390233,1.2305493773170553
6739,6739,0.9384476404104076,Mexican,1,2.2630685842462444,2.0630685842462446,1.581534292123122,1.2815342921231223,1.4692238202052037
20197,20197,0.1054656300094194,Black,1,1.2632793780056517,1.0632793780056515,0.931639689002826,0.6316396890028259,1.4527328150047096
22830,22830,0.781030704333919,Mexican,1,2.1686184226003515,1.9686184226003516,1.5343092113001755,1.2343092113001757,1.3905153521669595
12158,12158,0.3916947755108394,Puertorican,1,1.6350168653065036,1.4350168653065034,0.9175084326532518,0.6175084326532518,1.0958473877554198
22450,22450,0.2845807390476489,Amerindian,2,1.4707484434285891,1.6707484434285895,0.5853742217142948,0.8853742217142946,1.0422903695238244
16082,16082,0.2434456340287447,Hispanic,2,1.546067380417247,1.7460673804172469,0.7730336902086234,1.0730336902086235,1.2217228170143724
22456,22456,0.2749591103969032,Hispanic,2,1.564975466238142,1.764975466238142,0.782487733119071,1.082487733119071,1.2374795551984517
15771,15771,0.096689716337743,Asian,1,1.458013829802646,1.2580138298026458,0.7290069149013229,0.4290069149013229,1.0483448581688717
19696,19696,0.6464685204315495,Amerindian,2,1.6878811122589297,1.8878811122589296,0.6939405561294649,0.9939405561294647,1.2232342602157749
12141,12141,0.9608555767847796,Asian,2,1.7765133460708675,1.976513346070868,0.6882566730354339,0.988256673035434,1.0804277883923898
22607,22607,0.9985251129895928,Mexican,1,2.2991150677937555,2.099115067793756,1.5995575338968775,1.2995575338968777,1.4992625564947963
7062,7062,0.6770937847836443,Mexican,2,1.906256270870187,2.1062562708701864,1.2031281354350931,1.5031281354350932,0.9385468923918224
7158,7158,0.3144341058114054,Black,2,1.1886604634868432,1.3886604634868434,0.6943302317434217,0.9943302317434216,1.1572170529057026
23352,23352,0.438501248274577,Puertorican,2,1.463100748964746,1.6631007489647462,0.6315503744823732,0.9315503744823732,0.7192506241372885
24750,24750,0.5872021298768121,Mexican,1,2.052321277926087,1.8523212779260871,1.4761606389630435,1.1761606389630437,1.293601064938406
12569,12569,0.1301893492008023,White,2,1.6781136095204812,1.8781136095204811,0.7390568047602408,1.0390568047602406,1.065094674600401
3314,3314,0.217667399580536,Puertorican,2,1.3306004397483215,1.5306004397483215,0.5653002198741608,0.8653002198741608,0.608833699790268
8923,8923,0.8280432857742522,Hispanic,2,1.8968259714645517,2.0968259714645514,0.9484129857322756,1.2484129857322757,1.5140216428871265
7337,7337,0.2685000761974954,Puertorican,1,1.5611000457184974,1.3611000457184972,0.8805500228592485,0.5805500228592486,1.0342500380987478
9729,9729,0.1256611455795827,Mexican,2,1.5753966873477496,1.7753966873477496,1.0376983436738747,1.3376983436738747,0.6628305727897914
12905,12905,0.59623107984235,Other,1,1.85773864790541,1.65773864790541,0.878869323952705,0.5788693239527051,1.398115539921175
27964,27964,0.4711343184714222,Other,1,1.7826805910828534,1.5826805910828532,0.8413402955414266,0.5413402955414267,1.3355671592357112
14425,14425,0.7693791464631726,Other,1,1.961627487877904,1.7616274878779037,0.9308137439389518,0.6308137439389518,1.4846895732315863
2828,2828,0.4287020209864336,Puertorican,1,1.6572212125918602,1.45722121259186,0.92861060629593,0.6286106062959301,1.1143510104932168
19757,19757,0.521541449193514,Other,2,1.6129248695161085,1.8129248695161089,0.5564624347580542,0.8564624347580542,0.9607707245967568
15061,15061,0.151610637930476,Asian,1,1.4909663827582855,1.2909663827582856,0.7454831913791428,0.4454831913791428,1.075805318965238
5005,5005,0.0881344309766914,Amerindian,1,1.552880658586015,1.352880658586015,0.8264403292930074,0.5264403292930074,1.3440672154883455
17685,17685,0.9691165309407386,Asian,1,1.981469918564443,1.781469918564443,0.9907349592822216,0.6907349592822216,1.4845582654703693
15678,15678,0.9148151491912276,Asian,1,1.9488890895147368,1.7488890895147364,0.9744445447573684,0.6744445447573684,1.457407574595614
23765,23765,0.686788968358385,Black,1,1.6120733810150312,1.412073381015031,1.1060366905075156,0.8060366905075155,1.7433944841791924
5740,5740,0.8909738846907038,Amerindian,2,1.8345843308144223,2.0345843308144227,0.7672921654072111,1.0672921654072112,1.345486942345352
12611,12611,0.0349824883080628,Hispanic,1,1.6209894929848376,1.420989492984838,1.010494746492419,0.710494746492419,1.5174912441540314
13336,13336,0.8563740982148024,Black,2,1.5138244589288814,1.7138244589288814,0.8569122294644407,1.1569122294644407,1.4281870491074011
7731,7731,0.1411261182993218,Amerindian,2,1.384675670979593,1.5846756709795933,0.5423378354897965,0.8423378354897966,0.970563059149661
8623,8623,0.848417726430511,Asian,1,1.9090506358583064,1.7090506358583064,0.9545253179291532,0.6545253179291534,1.4242088632152554
19125,19125,0.5958660535285966,Asian,1,1.757519632117158,1.5575196321171578,0.878759816058579,0.578759816058579,1.2979330267642983
12560,12560,0.7786013587005565,Amerindian,2,1.767160815220334,1.967160815220334,0.733580407610167,1.033580407610167,1.289300679350278
1401,1401,0.1676192162883176,Puertorican,2,1.3005715297729905,1.500571529772991,0.5502857648864954,0.8502857648864952,0.5838096081441588
25489,25489,0.6925876396716318,Other,1,1.9155525838029792,1.715552583802979,0.9077762919014896,0.6077762919014896,1.446293819835816
3739,3739,0.5778911126940883,White,1,2.146734667616453,1.9467346676164528,1.1733673338082269,0.8733673338082266,1.688945556347044
20332,20332,0.765458447246864,Other,1,1.9592750683481184,1.7592750683481184,0.9296375341740593,0.6296375341740592,1.4827292236234322
7728,7728,0.9336789061329352,Mexican,2,2.060207343679761,2.260207343679761,1.2801036718398806,1.5801036718398804,1.0668394530664678
3367,3367,0.2695118622922726,Hispanic,1,1.7617071173753636,1.5617071173753636,1.0808535586876815,0.7808535586876819,1.6347559311461364
8485,8485,0.76576332104754,White,2,2.0594579926285235,2.259457992628524,0.929728996314262,1.229728996314262,1.38288166052377
13837,13837,0.8315349724468752,Hispanic,1,2.0989209834681253,1.898920983468125,1.2494604917340626,0.9494604917340628,1.9157674862234375
1043,1043,0.6258913764370091,Other,2,1.6755348258622054,1.875534825862205,0.5877674129311028,0.8877674129311027,1.0129456882185046
1273,1273,0.0396188253483571,Black,1,1.2237712952090145,1.023771295209014,0.9118856476045072,0.6118856476045071,1.4198094126741785
8772,8772,0.5562363940257727,Other,2,1.6337418364154637,1.833741836415464,0.5668709182077318,0.8668709182077318,0.9781181970128864
26924,26924,0.5080805361856736,Mexican,2,1.804848321711404,2.004848321711404,1.152424160855702,1.452424160855702,0.854040268092837
17784,17784,0.2359755771194513,White,2,1.7415853462716706,1.9415853462716708,0.7707926731358354,1.0707926731358357,1.1179877885597258
3473,3473,0.6996395696221217,Black,2,1.4197837417732728,1.619783741773273,0.8098918708866365,1.1098918708866363,1.349819784811061
19159,19159,0.2332576414539979,Asian,1,1.5399545848723988,1.3399545848723986,0.7699772924361994,0.4699772924361994,1.116628820726999
19000,19000,0.3865578737314926,Black,2,1.2319347242388954,1.4319347242388956,0.7159673621194478,1.0159673621194478,1.1932789368657464
18069,18069,0.9012087358416124,Black,2,1.5407252415049677,1.7407252415049674,0.8703626207524837,1.1703626207524838,1.4506043679208065
22558,22558,0.436571123308591,Asian,1,1.6619426739851546,1.4619426739851544,0.8309713369925773,0.5309713369925774,1.2182855616542956
23324,23324,0.1295821679299227,White,2,1.6777493007579534,1.877749300757953,0.7388746503789769,1.0388746503789767,1.0647910839649612
12060,12060,0.9523013846011068,Asian,2,1.771380830760664,1.971380830760664,0.685690415380332,0.985690415380332,1.0761506923005535
26714,26714,0.2134144352168969,White,1,1.9280486611301384,1.728048661130138,1.0640243305650692,0.7640243305650691,1.5067072176084484
6158,6158,0.1360562344316429,White,1,1.8816337406589856,1.6816337406589856,1.0408168703294929,0.740816870329493,1.4680281172158214
29941,29941,0.5778778532500544,White,1,2.1467267119500324,1.9467267119500324,1.1733633559750165,0.8733633559750165,1.6889389266250272
20873,20873,0.5958348969007224,Asian,1,1.7575009381404336,1.5575009381404334,0.8787504690702167,0.5787504690702168,1.2979174484503613
25973,25973,0.2990887172438466,White,1,1.979453230346308,1.7794532303463078,1.089726615173154,0.7897266151731541,1.5495443586219233
10541,10541,0.6124895070970834,Puertorican,2,1.56749370425825,1.76749370425825,0.683746852129125,0.9837468521291248,0.8062447535485417
11612,11612,0.206513164929784,White,1,1.9239078989578704,1.7239078989578702,1.0619539494789352,0.7619539494789354,1.5032565824648918
6948,6948,0.8824951050681364,Amerindian,1,2.029497063040882,1.8294970630408816,1.0647485315204408,0.764748531520441,1.7412475525340685
25887,25887,0.3130566872163897,Other,1,1.687834012329834,1.487834012329834,0.7939170061649169,0.4939170061649169,1.2565283436081949
15114,15114,0.2166842439890026,Puertorican,1,1.5300105463934015,1.3300105463934015,0.8650052731967007,0.5650052731967008,1.0083421219945017
26604,26604,0.829334591632156,Asian,1,1.8976007549792937,1.6976007549792935,0.9488003774896469,0.6488003774896468,1.414667295816078
7538,7538,0.4046537416485501,White,2,1.8427922449891296,2.04279224498913,0.8213961224945652,1.121396122494565,1.2023268708242751
372,372,0.0944429607559284,Amerindian,1,1.5566657764535572,1.356665776453557,0.8283328882267784,0.5283328882267786,1.3472214803779643
18460,18460,0.1281549845631326,White,2,1.6768929907378791,1.8768929907378795,0.7384464953689399,1.0384464953689398,1.0640774922815663
19749,19749,0.6357367782552691,Mexican,1,2.0814420669531613,1.8814420669531613,1.4907210334765808,1.1907210334765803,1.3178683891276346
17944,17944,0.3942419878349164,Other,2,1.5365451927009497,1.73654519270095,0.518272596350475,0.8182725963504749,0.8971209939174581
2100,2100,0.9150900684070432,Hispanic,2,1.949054041044226,2.1490540410442263,0.974527020522113,1.2745270205221129,1.5575450342035215
12551,12551,0.1344570407670644,Puertorican,2,1.2806742244602385,1.4806742244602389,0.5403371122301194,0.8403371122301193,0.5672285203835322
14805,14805,0.5577047619066712,Asian,1,1.7346228571440028,1.5346228571440026,0.8673114285720014,0.5673114285720013,1.2788523809533356
3591,3591,0.1754916273813573,Amerindian,1,1.6052949764288145,1.4052949764288143,0.8526474882144072,0.5526474882144072,1.3877458136906786
8982,8982,0.6374453787179021,Mexican,2,1.8824672272307408,2.082467227230741,1.1912336136153705,1.4912336136153703,0.9187226893589512
24395,24395,0.005688223529377,Amerindian,2,1.3034129341176262,1.5034129341176263,0.5017064670588132,0.8017064670588131,0.9028441117646886
24780,24780,0.6298011077219317,Amerindian,2,1.677880664633159,1.8778806646331592,0.6889403323165795,0.9889403323165796,1.2149005538609658
3977,3977,0.5498685627762052,White,1,2.129921137665723,1.929921137665723,1.1649605688328617,0.8649605688328617,1.6749342813881023
29373,29373,0.0423384470118177,Black,2,1.0254030682070905,1.2254030682070909,0.6127015341035453,0.9127015341035454,1.0211692235059089
26023,26023,0.0905944057475666,White,1,1.85435664344854,1.6543566434485395,1.02717832172427,0.7271783217242701,1.4452972028737832
1167,1167,0.5074677337608362,Other,2,1.6044806402565015,1.804480640256502,0.5522403201282509,0.8522403201282509,0.953733866880418
3184,3184,0.5150056597097231,Other,2,1.6090033958258338,1.809003395825834,0.5545016979129169,0.854501697912917,0.9575028298548616
17357,17357,0.2278102906761314,Mexican,1,1.8366861744056788,1.6366861744056789,1.3683430872028397,1.0683430872028394,1.1139051453380655
1356,1356,0.9007018640112585,Asian,2,1.740421118406755,1.9404211184067552,0.6702105592033776,0.9702105592033776,1.0503509320056297
27248,27248,0.4239430849398242,Puertorican,2,1.4543658509638944,1.6543658509638943,0.6271829254819473,0.9271829254819473,0.7119715424699121
12814,12814,0.0025275498319089,Mexican,1,1.7015165298991453,1.5015165298991453,1.3007582649495726,1.0007582649495723,1.0012637749159543
13638,13638,0.6128553615653188,Black,1,1.5677132169391914,1.3677132169391912,1.0838566084695958,0.7838566084695957,1.7064276807826593
15366,15366,0.8616571554970481,Other,2,1.8169942932982288,2.0169942932982288,0.6584971466491145,0.9584971466491145,1.130828577748524
25435,25435,0.2796128984254383,Puertorican,1,1.5677677390552631,1.367767739055263,0.8838838695276314,0.5838838695276316,1.0398064492127193
1912,1912,0.9963343376272472,Amerindian,2,1.8978006025763483,2.0978006025763483,0.7989003012881742,1.0989003012881742,1.3981671688136237
29236,29236,0.5175418053439091,Mexican,2,1.8105250832063453,2.0105250832063453,1.1552625416031723,1.4552625416031728,0.8587709026719547
17969,17969,0.1481777303294736,Asian,1,1.4889066381976843,1.288906638197684,0.744453319098842,0.4444533190988421,1.074088865164737
28086,28086,0.1108116028366354,Mexican,1,1.7664869617019812,1.5664869617019812,1.3332434808509903,1.0332434808509905,1.055405801418318
21282,21282,0.6062660635323717,Puertorican,1,1.763759638119423,1.5637596381194228,0.9818798190597114,0.6818798190597115,1.203133031766186
26828,26828,0.994102283210726,Hispanic,1,2.1964613699264355,1.996461369926436,1.298230684963218,0.998230684963218,1.9970511416053631
22098,22098,0.7188397482056668,Mexican,1,2.1313038489234,1.9313038489234,1.5156519244617,1.2156519244617,1.3594198741028334
22051,22051,0.2335708980467371,Asian,1,1.5401425388280423,1.340142538828042,0.7700712694140212,0.4700712694140212,1.1167854490233686
5314,5314,0.5089590404220475,Black,2,1.3053754242532285,1.5053754242532285,0.7526877121266142,1.0526877121266145,1.2544795202110235
29057,29057,0.0300226453446872,Puertorican,2,1.2180135872068123,1.4180135872068125,0.5090067936034062,0.8090067936034061,0.5150113226723436
4527,4527,0.913041466889856,Amerindian,2,1.8478248801339137,2.0478248801339136,0.7739124400669568,1.0739124400669566,1.356520733444928
3885,3885,0.9343041141674904,Hispanic,1,2.160582468500494,1.9605824685004944,1.280291234250247,0.9802912342502472,1.967152057083745
2997,2997,0.3097878592090992,Mexican,1,1.8858727155254595,1.6858727155254596,1.3929363577627298,1.0929363577627296,1.1548939296045495
25088,25088,0.619862262830103,Amerindian,2,1.671917357698062,1.871917357698062,0.685958678849031,0.9859586788490308,1.2099311314150516
27231,27231,0.4327262759334396,Asian,1,1.6596357655600638,1.4596357655600636,0.8298178827800319,0.529817882780032,1.2163631379667197
17487,17487,0.5261427596891464,Hispanic,1,1.915685655813488,1.715685655813488,1.157842827906744,0.857842827906744,1.7630713798445732
