sex,LSAT,UGPA,ZFYA,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White
0,1.639849842688861,1.0199249213444306,1.5332082022407174,0,0,0,1,0,0,0,0
0,1.92482100361052,1.06241050180526,1.3373508363420998,0,0,0,0,0,0,1,0
1,1.3152607083596335,0.5576303541798169,0.5960505902996946,0,0,0,0,0,0,1,0
1,1.454374662032129,0.7271873310160646,1.1453122183601074,0,0,0,1,0,0,0,0
1,1.411660337163545,0.4558301685817725,0.7930502809696207,0,0,0,0,0,1,0,0
0,1.8816337406589856,1.0408168703294929,1.4680281172158214,0,0,0,0,0,0,0,1
0,1.722750023290263,1.0613750116451317,1.6022916860752192,0,0,0,1,0,0,0,0
0,1.400240926415204,0.7001204632076019,1.00020077201267,0,1,0,0,0,0,0,0
0,1.740510850058184,0.8202554250290919,1.30042570838182,0,0,0,0,0,1,0,0
1,1.7086135166187872,0.7543067583093936,0.9238445971823228,0,0,0,0,0,0,1,0
1,1.4834471165808405,0.5917235582904202,1.0528725971507005,1,0,0,0,0,0,0,0
1,2.129701894406847,0.9648509472034238,1.4414182453390396,0,0,0,0,0,0,0,1
0,2.077894620153661,0.9889473100768306,1.5815788501280512,0,0,0,0,0,1,0,0
1,1.6779485640090883,0.6389742820045442,0.9982904700075738,0,1,0,0,0,0,0,0
0,1.5747816852230905,0.787390842611545,1.1456514043525752,0,1,0,0,0,0,0,0
1,1.3546397092493083,0.4273198546246544,0.7455330910410904,0,0,0,0,0,1,0,0
1,1.921299829253424,0.8606499146267121,1.2677498577111868,0,0,0,0,0,0,0,1
0,2.093833879532829,0.9969169397664144,1.5948615662773575,0,0,0,0,0,1,0,0
0,1.7113962325515235,0.8056981162757617,1.2761635271262697,0,0,0,0,0,1,0,0
0,1.868868427175404,1.0344342135877018,1.2907236893128364,0,0,0,0,0,0,1,0
1,1.7323743449861524,0.7661871724930764,1.1103119541551272,0,0,0,0,0,0,0,1
0,1.603583160385741,0.8017915801928702,1.1696526336547837,0,1,0,0,0,0,0,0
0,1.6851025196135772,0.8425512598067885,1.237585433011314,0,1,0,0,0,0,0,0
1,1.5595053811263466,0.5797526905631734,0.8995878176052889,0,1,0,0,0,0,0,0
1,1.4933166543857723,0.4966583271928862,0.8610972119881436,0,0,0,0,0,1,0,0
0,1.8774818424398003,1.0387409212199004,1.464568202033167,0,0,0,0,0,0,0,1
1,1.1556235201145175,0.6778117600572588,1.129686266762098,0,0,1,0,0,0,0,0
1,1.509653361672934,0.854826680836467,1.424711134727445,0,0,1,0,0,0,0,0
0,1.6933360298727438,0.8466680149363719,1.2444466915606198,0,1,0,0,0,0,0,0
1,1.4781151749796042,0.5890575874898022,1.0484293124830035,1,0,0,0,0,0,0,0
1,1.8585588659620125,0.8292794329810064,1.2154657216350104,0,0,0,0,0,0,0,1
1,2.160625407784252,0.9803127038921264,1.4671878398202105,0,0,0,0,0,0,0,1
0,1.510089922616014,0.7550449613080069,1.0917416021800117,0,1,0,0,0,0,0,0
0,2.259808923878252,1.579904461939126,1.4665074365652102,0,0,0,0,1,0,0,0
1,1.8799922027966447,0.7899961013983228,1.3833268356638713,1,0,0,0,0,0,0,0
0,1.618917831853001,0.8594589159265004,1.3990981932108342,1,0,0,0,0,0,0,0
1,1.740713473172761,0.6703567365863805,1.0505945609773009,0,1,0,0,0,0,0,0
0,1.617725181166896,1.008862590583448,1.5147709843057466,0,0,0,1,0,0,0,0
1,2.1716827513383645,0.9858413756691824,1.4764022927819704,0,0,0,0,0,0,0,1
1,1.4057349116888411,0.7028674558444207,1.1047790930740344,0,0,0,1,0,0,0,0
1,1.5543062816146564,0.7771531408073282,1.2285885680122135,0,0,0,1,0,0,0,0
1,1.8172038833611528,0.6586019416805765,1.131003236134294,0,0,0,0,0,1,0,0
0,1.526742024427579,0.8133710122137892,1.3222850203563157,1,0,0,0,0,0,0,0
1,1.882802344192368,0.8414011720961843,1.235668620160307,0,0,0,0,0,0,0,1
0,1.853646601387356,1.0268233006936778,1.4447055011561296,0,0,0,0,0,0,0,1
1,1.4864102388734408,0.5432051194367205,0.8386751990612007,0,1,0,0,0,0,0,0
0,2.148609741748962,1.1743048708744808,1.6905081181241346,0,0,0,0,0,0,0,1
1,1.968488778651177,1.2342443893255886,0.9904073155426478,0,0,0,0,1,0,0,0
1,1.6547954406001342,0.7273977203000672,1.0456628671667785,0,0,0,0,0,0,0,1
0,2.161582936184804,1.530791468092402,1.3846524468206698,0,0,0,0,1,0,0,0
1,1.3363147519093297,0.5681573759546649,0.613595626591108,0,0,0,0,0,0,1,0
0,1.822704472413468,1.1113522362067338,1.6855870603445564,0,0,0,1,0,0,0,0
0,1.7713885048580866,0.9356942524290432,1.5261570873817387,1,0,0,0,0,0,0,0
1,1.7845793168592547,0.8922896584296274,1.420482764049379,0,0,0,1,0,0,0,0
1,1.3036004690043892,0.5018002345021946,0.903000390836991,1,0,0,0,0,0,0,0
0,1.5909951278337604,0.7954975639168802,1.1591626065281335,0,1,0,0,0,0,0,0
1,1.7288183851089398,1.11440919255447,0.7906819875907833,0,0,0,0,1,0,0,0
1,1.602338922641708,0.551169461320854,0.9519491022014231,0,0,0,0,0,1,0,0
1,1.8820459713460005,0.6910229856730004,1.1850383094550003,0,0,0,0,0,1,0,0
0,1.576093293924873,0.8880466469624364,1.046744411604061,0,0,0,0,0,0,1,0
1,1.76132007399967,0.8806600369998351,1.4011000616663918,0,0,0,1,0,0,0,0
0,1.7177629124395768,0.8588814562197883,1.2648024270329803,0,1,0,0,0,0,0,0
1,1.5424462450399918,0.671223122519996,0.7853718708666599,0,0,0,0,0,0,1,0
1,1.3633988105570465,0.4316994052785232,0.7528323421308719,0,0,0,0,0,1,0,0
0,1.8584712811172603,1.12923564055863,1.7153927342643835,0,0,0,1,0,0,0,0
1,1.7138652735976416,0.6069326367988208,1.0448877279980346,0,0,0,0,0,1,0,0
1,1.3245068972309273,0.5622534486154638,0.6037557476924396,0,0,0,0,0,0,1,0
0,1.7831585809644617,1.0915792904822308,1.652632150803718,0,0,0,1,0,0,0,0
1,2.064519195717512,0.932259597858756,1.3870993297645933,0,0,0,0,0,0,0,1
1,1.1165397578173488,0.6582698789086745,1.097116464847791,0,0,1,0,0,0,0,0
1,1.5437938191073477,0.6218969095536738,1.1031615159227897,1,0,0,0,0,0,0,0
0,1.9105398159072944,1.0052699079536471,1.6421165132560784,1,0,0,0,0,0,0,0
1,1.1087501533309312,0.6543750766654656,1.090625127775776,0,0,1,0,0,0,0,0
0,1.5533997339990888,0.7766998669995443,1.1278331116659073,0,1,0,0,0,0,0,0
0,1.8092948966474176,1.3546474483237088,1.0910790805395147,0,0,0,0,1,0,0,0
1,1.797396806421053,1.1486984032105263,0.8478306720175443,0,0,0,0,1,0,0,0
1,1.7711990146832703,0.7355995073416353,1.292665845569392,1,0,0,0,0,0,0,0
1,1.693941863526644,0.746970931763322,0.9116182196055368,0,0,0,0,0,0,1,0
1,1.508595887345915,0.5542979436729577,0.8571632394549296,0,1,0,0,0,0,0,0
1,2.0130430110952817,0.9065215055476412,1.3442025092460683,0,0,0,0,0,0,0,1
0,1.9280486611301384,1.0640243305650692,1.5067072176084484,0,0,0,0,0,0,0,1
1,1.7412115796937258,0.670605789846863,1.0510096497447718,0,1,0,0,0,0,0,0
1,1.834961128552933,0.8174805642764668,1.1958009404607777,0,0,0,0,0,0,0,1
0,1.6973923525299484,0.9486961762649742,1.1478269604416236,0,0,0,0,0,0,1,0
1,1.942231659745736,0.8711158298728681,1.2851930497881134,0,0,0,0,0,0,0,1
0,2.050641716706937,1.1253208583534688,1.6088680972557812,0,0,0,0,0,0,0,1
1,1.7175367908780272,0.6087683954390136,1.0479473257316894,0,0,0,0,0,1,0,0
0,1.4670802227403623,0.8335401113701811,0.9559001856169688,0,0,0,0,0,0,1,0
1,1.333567747424136,0.4667838737120681,0.7113064561867802,0,1,0,0,0,0,0,0
0,2.108963954100985,1.5044819770504927,1.3408032950841546,0,0,0,0,1,0,0,0
0,1.7021086208682918,0.9010543104341456,1.4684238507235765,1,0,0,0,0,0,0,0
1,1.3865728939166673,0.7932864469583336,1.3221440782638894,0,0,1,0,0,0,0,0
1,1.739619917352556,0.7698099586762781,0.9496832644604636,0,0,0,0,0,0,1,0
0,1.462506843504804,0.731253421752402,1.0520890362540034,0,1,0,0,0,0,0,0
0,2.0899545665769423,0.9949772832884708,1.591628805480785,0,0,0,0,0,1,0,0
1,1.7453742503523186,0.8726871251761594,1.387811875293599,0,0,0,1,0,0,0,0
0,2.134247831244671,1.5171239156223355,1.3618731927038927,0,0,0,0,1,0,0,0
1,1.5892246348672496,0.5446123174336248,0.9410205290560412,0,0,0,0,0,1,0,0
1,1.6434627217252242,0.6217313608626123,0.9695522681043536,0,1,0,0,0,0,0,0
1,2.0547850746771816,1.2773925373385908,1.0623208955643184,0,0,0,0,1,0,0,0
0,1.666403950763364,0.8832019753816818,1.4386699589694698,1,0,0,0,0,0,0,0
1,1.694291120734965,1.0971455603674825,0.7619092672791377,0,0,0,0,1,0,0,0
0,2.1462464655790594,1.1731232327895298,1.688538721315883,0,0,0,0,0,0,0,1
1,1.6620579150968602,0.6810289575484301,1.2017149292473834,1,0,0,0,0,0,0,0
1,1.2824744668253292,0.7412372334126647,1.2353953890211078,0,0,1,0,0,0,0,0
1,1.7177732655268838,0.708886632763442,1.24814438793907,1,0,0,0,0,0,0,0
0,1.6495302990545389,1.1247651495272697,1.774608582545449,0,0,1,0,0,0,0,0
1,1.974337501774983,0.8871687508874917,1.3119479181458191,0,0,0,0,0,0,0,1
1,1.367023673339783,0.4335118366698914,0.7558530611164858,0,0,0,0,0,1,0,0
0,1.6487744742362145,0.9243872371181072,1.107312061863512,0,0,0,0,0,0,1,0
0,1.7925590628297368,0.8462795314148682,1.3437992190247805,0,0,0,0,0,1,0,0
0,1.829579797445502,1.014789898722751,1.4246498312045848,0,0,0,0,0,0,0,1
1,1.5213000836209645,0.8606500418104822,1.4344167363508038,0,0,1,0,0,0,0,0
0,1.3056515750500566,0.9528257875250284,1.4880429792083805,0,0,1,0,0,0,0,0
0,1.4832044892703975,1.041602244635199,1.6360037410586643,0,0,1,0,0,0,0,0
1,1.6677958159919368,0.8338979079959685,1.3231631799932808,0,0,0,1,0,0,0,0
0,2.0528669422733614,1.4764334711366809,1.2940557852278012,0,0,0,0,1,0,0,0
0,1.672961043078467,0.9364805215392332,1.1274675358987225,0,0,0,0,0,0,1,0
0,1.5228080654343703,0.7614040327171852,1.102340054528642,0,1,0,0,0,0,0,0
1,1.657256338307972,1.078628169153986,0.7310469485899769,0,0,0,0,1,0,0,0
1,1.859669559677352,0.929834779838676,1.4830579663977932,0,0,0,1,0,0,0,0
1,1.7412938291063804,1.12064691455319,0.8010781909219838,0,0,0,0,1,0,0,0
0,1.792349736207271,0.9461748681036352,1.5436247801727254,1,0,0,0,0,0,0,0
1,1.3450373882965874,0.5225186941482937,0.9375311569138228,1,0,0,0,0,0,0,0
1,1.1985717430904668,0.6992858715452334,1.165476452575389,0,0,1,0,0,0,0,0
0,1.5286688188088433,0.8143344094044216,1.3238906823407026,1,0,0,0,0,0,0,0
1,1.8425874587318551,0.8212937293659277,1.2021562156098793,0,0,0,0,0,0,0,1
1,1.4949681576763345,0.8474840788381672,1.4124734647302788,0,0,1,0,0,0,0,0
0,2.152987239889498,1.526493619944749,1.3774893665745815,0,0,0,0,1,0,0,0
1,1.5194205953944022,0.8597102976972011,1.432850496162002,0,0,1,0,0,0,0,0
1,1.5134124339366246,0.5067062169683123,0.8778436949471871,0,0,0,0,0,1,0,0
1,1.2524158887984826,0.4262079443992413,0.6436799073320689,0,1,0,0,0,0,0,0
1,1.5838210750502202,0.5419105375251101,0.93651756254185,0,0,0,0,0,1,0,0
0,1.6932222135620991,1.0466111067810495,1.577685177968416,0,0,0,1,0,0,0,0
1,1.7681005383119572,1.1340502691559786,0.8234171152599644,0,0,0,0,1,0,0,0
1,1.3168896199576108,0.5584448099788055,0.5974080166313425,0,0,0,0,0,0,1,0
0,1.7299261526937264,0.9649630763468632,1.1749384605781052,0,0,0,0,0,0,1,0
1,1.81243951707615,0.8062197585380753,1.1770329308967915,0,0,0,0,0,0,0,1
1,1.7086765338168095,0.654338266908405,1.0238971115140083,0,1,0,0,0,0,0,0
1,1.5976917425203876,0.8988458712601939,1.4980764521003231,0,0,1,0,0,0,0,0
1,1.9877141017199424,0.8938570508599712,1.3230950847666183,0,0,0,0,0,0,0,1
0,1.7080664263900496,1.3040332131950247,1.006722021991708,0,0,0,0,1,0,0,0
1,1.59628167742127,0.5981408387106352,0.930234731184392,0,1,0,0,0,0,0,0
1,1.8668541435112551,0.6834270717556276,1.172378452926046,0,0,0,0,0,1,0,0
0,1.6747627417716688,1.0373813708858344,1.562302284809724,0,0,0,1,0,0,0,0
1,1.8066774835423376,1.153338741771169,0.8555645696186149,0,0,0,0,1,0,0,0
1,1.4710436855888662,0.5355218427944332,0.825869737990722,0,1,0,0,0,0,0,0
1,1.4512419321101029,0.5756209660550515,1.0260349434250855,1,0,0,0,0,0,0,0
1,1.7738517733066368,0.6869258866533184,1.078209811088864,0,1,0,0,0,0,0,0
0,1.7906473854495517,0.9953236927247756,1.2255394878746264,0,0,0,0,0,0,1,0
1,1.742481344333647,0.7712406721668238,1.1187344536113728,0,0,0,0,0,0,0,1
0,1.803710293584538,1.001855146792269,1.4030919113204483,0,0,0,0,0,0,0,1
1,1.9724451770585407,1.2362225885292704,0.993704314215451,0,0,0,0,1,0,0,0
0,1.8464120407318008,0.9732060203659004,1.588676700609834,1,0,0,0,0,0,0,0
0,1.8716151632296807,1.0358075816148409,1.2930126360247345,0,0,0,0,0,0,1,0
1,1.891941694467596,0.695970847233798,1.1932847453896631,0,0,0,0,0,1,0,0
1,1.4993720356461029,0.7496860178230516,1.182810029705086,0,0,0,1,0,0,0,0
1,1.0881795046051246,0.6440897523025624,1.0734829205042706,0,0,1,0,0,0,0,0
0,1.8755238605728024,1.037761930286401,1.2962698838106683,0,0,0,0,0,0,1,0
0,1.806182039072244,1.0030910195361218,1.405151699226869,0,0,0,0,0,0,0,1
0,1.456112074158746,0.8280560370793728,0.9467600617989548,0,0,0,0,0,0,1,0
0,1.7474849914316093,1.1737424957158047,1.8562374928596743,0,0,1,0,0,0,0,0
1,1.3346470842657374,0.7673235421328688,1.278872570221448,0,0,1,0,0,0,0,0
0,1.8760815780389064,0.8880407890194532,1.413401315032422,0,0,0,0,0,1,0,0
0,2.207716319692624,1.553858159846312,1.4230969330771868,0,0,0,0,1,0,0,0
1,1.6627458444199066,0.7313729222099534,0.885621537016589,0,0,0,0,0,0,1,0
1,1.4352864717986125,0.5176432358993064,0.7960720598321772,0,1,0,0,0,0,0,0
0,1.4714961591169249,0.7357480795584622,1.059580132597437,0,1,0,0,0,0,0,0
1,1.7174550027953084,0.7087275013976542,1.2478791689960904,1,0,0,0,0,0,0,0
0,1.6602642507171796,1.0301321253585898,1.5502202089309831,0,0,0,1,0,0,0,0
1,1.596407750827107,1.0482038754135534,0.6803397923559227,0,0,0,0,1,0,0,0
0,1.6628281132321368,1.1314140566160684,1.7856900943601135,0,0,1,0,0,0,0,0
0,2.0802697965061485,0.9901348982530744,1.583558163755124,0,0,0,0,0,1,0,0
1,1.035285632747609,0.6176428163738046,1.0294046939563408,0,0,1,0,0,0,0,0
0,2.09957937098422,1.49978968549211,1.3329828091535163,0,0,0,0,1,0,0,0
0,1.87454303798196,1.0372715189909798,1.4621191983182995,0,0,0,0,0,0,0,1
0,1.8941677806508737,1.3970838903254368,1.161806483875728,0,0,0,0,1,0,0,0
0,1.861838850978128,1.030919425489064,1.28486570914844,0,0,0,0,0,0,1,0
1,1.5726831443093408,1.0363415721546705,0.6605692869244508,0,0,0,0,1,0,0,0
0,2.0478198588322747,1.0739099294161372,1.7565165490268957,1,0,0,0,0,0,0,0
1,1.886365383201546,1.193182691600773,0.9219711526679552,0,0,0,0,1,0,0,0
1,1.8881816142810983,0.9440908071405492,1.5068180119009154,0,0,0,1,0,0,0,0
0,2.250517839920919,1.2252589199604595,1.7754315332674324,0,0,0,0,0,0,0,1
0,1.8241633957204355,1.1120816978602177,1.6868028297670294,0,0,0,1,0,0,0,0
0,1.624362435566673,1.1121812177833366,1.7536353629722274,0,0,1,0,0,0,0,0
1,1.9519650779052844,0.8759825389526423,1.293304231587737,0,0,0,0,0,0,0,1
0,2.3061828077074766,1.2530914038537384,1.8218190064228967,0,0,0,0,0,0,0,1
1,1.6557908486532964,0.6778954243266482,1.196492373877747,1,0,0,0,0,0,0,0
1,1.3702402098565636,0.5351201049282818,0.9585335082138028,1,0,0,0,0,0,0,0
0,1.9747864285876,1.0373932142938,1.6956553571563335,1,0,0,0,0,0,0,0
1,1.774910493585341,0.6874552467926706,1.0790920779877844,0,1,0,0,0,0,0,0
0,1.903146599822855,0.9515732999114276,1.4192888331857123,0,1,0,0,0,0,0,0
0,1.6647726816799662,0.832386340839983,1.2206439013999717,0,1,0,0,0,0,0,0
1,1.799964210527871,0.6499821052639356,1.1166368421065591,0,0,0,0,0,1,0,0
0,2.1590893099167583,1.529544654958379,1.382574424930632,0,0,0,0,1,0,0,0
1,1.665964103877834,0.6329820519389172,0.9883034198981954,0,1,0,0,0,0,0,0
0,2.1620316875964107,1.2810158437982055,1.968359739663676,0,0,0,1,0,0,0,0
0,2.0310693370364623,1.465534668518231,1.275891114197052,0,0,0,0,1,0,0,0
0,1.8504640836689985,1.0252320418344991,1.4420534030574983,0,0,0,0,0,0,0,1
1,1.6864859378894828,0.7432429689447415,0.9054049482412356,0,0,0,0,0,0,1,0
1,1.4676685842751125,0.6338342921375564,0.7230571535625938,0,0,0,0,0,0,1,0
0,1.6088534193510098,0.8044267096755049,1.1740445161258417,0,1,0,0,0,0,0,0
1,1.5164738782330391,0.6582369391165197,0.763728231860866,0,0,0,0,0,0,1,0
1,1.4564010374005647,0.5782005187002823,1.030334197833804,1,0,0,0,0,0,0,0
1,1.785113496025286,1.142556748012643,0.837594580021072,0,0,0,0,1,0,0,0
1,1.535474911737688,0.5177374558688441,0.89622909311474,0,0,0,0,0,1,0,0
0,1.8105888534105632,0.9552944267052814,1.5588240445088026,1,0,0,0,0,0,0,0
1,1.312657641395652,0.7563288206978261,1.2605480344963769,0,0,1,0,0,0,0,0
0,1.91721062967801,1.058605314839005,1.3310088580650083,0,0,0,0,0,0,1,0
1,1.8147609483983973,0.7573804741991986,1.3289674569986645,1,0,0,0,0,0,0,0
0,1.8859927250102544,0.9429963625051272,1.4049939375085452,0,1,0,0,0,0,0,0
0,2.269742486150736,1.234871243075368,1.79145207179228,0,0,0,0,0,0,0,1
